outlier_score,prediciton,label
-1.0116222869833185,视频,诗歌
-1.01811858020783,视频,聊天
-1.201223387867729,视频,诗歌
-1.2148645336194304,视频,翻译
-1.0265465167035912,视频,翻译
-1.1773204998262934,视频,聊天
-1.400255665845146,健康,公交
-0.9782219831017219,健康,食谱
-0.974690652187068,视频,聊天
-1.0743012061993022,视频,聊天
-1.0641916315531623,视频,翻译
-1.1072923009456506,视频,天气
-1.25445355012102,视频,食谱
-1.193591443106909,视频,股票
-0.9702126829401108,视频,节目
-1.2195586299797365,视频,聊天
-1.1136762830420603,视频,聊天
-1.3076546253816776,视频,聊天
-1.1538140027005652,视频,电视频道
-1.4161157841662282,健康,食谱
-1.13934931397081,视频,聊天
-0.9801559874706106,视频,诗歌
-1.165473753615597,视频,聊天
-1.1453700821998216,网站,股票
-1.102203207226648,时间,聊天
-1.1871509664059727,视频,电台
-1.0125240829451276,视频,诗歌
-1.0623012242400336,视频,飞机
-1.2226261713825175,视频,聊天
-1.1175550924185758,视频,食谱
-1.08011418185022,视频,聊天
-0.9953007925865268,视频,聊天
-1.0594820731697814,视频,音乐
-1.142551138186281,健康,食谱
-1.162283060345191,视频,食谱
-0.9943806249841479,视频,电视频道
-1.054196664739126,时间,聊天
-1.1843164612799,视频,诗歌
-1.0678372120313977,视频,诗歌
-0.9678480563798135,视频,节目
-1.0729344369576759,视频,节目
-1.0321501784225893,联络,飞机
-1.006888390439144,联络,日程
-1.3904464757520576,视频,聊天
-1.1130400465536185,时间,聊天
-1.0827421530045118,健康,食谱
-1.1729757099921934,视频,食谱
-1.0657145732370132,视频,诗歌
-1.2507541740731392,视频,聊天
-1.0764296524074333,视频,诗歌
-1.3366184279296625,健康,食谱
-1.0947734484350666,视频,食谱
-0.984894747745525,视频,节目
-1.0744175766079398,时间,天气
-1.033774752016306,视频,飞机
-1.160995717164699,健康,食谱
-1.0934923838514465,视频,股票
-0.9841694818746394,视频,翻译
-1.1489927011205245,视频,食谱
-1.502518067108214,健康,食谱
-0.9806669690956763,视频,电影
-0.9968252799033028,视频,节目
-0.9852405558234635,视频,新闻
-1.0089217651081666,视频,飞机
-1.0421086896991423,视频,食谱
-0.9736611893316317,健康,食谱
-1.114339495844202,视频,聊天
-1.0186836987675614,视频,聊天
-1.119274595326638,视频,火车
-1.0052725154718076,视频,聊天
-1.1354308627798486,视频,聊天
-1.0048391189929262,比赛,聊天
-1.1026797794660734,视频,聊天
-1.1602052061539523,网站,app
-1.1419442690010215,视频,节目
-1.1480955565738764,视频,飞机
-1.1450777234505307,视频,火车
-0.984951564373074,联络,短信
-1.2356278818987818,健康,聊天
-1.0351085041147867,视频,聊天
-1.1107478713276906,视频,聊天
-1.0346718764675544,视频,火车
-1.0106446649184657,视频,天气
-1.0160295785589537,联络,抽奖
-1.0585749925339702,视频,电台
-0.9667827639131035,视频,音乐
-1.0187573724994488,时间,飞机
-1.0181018952091412,视频,火车
-1.0941597743218046,视频,音乐
-1.15873062064486,视频,音乐
-1.1992990983182277,视频,食谱
-1.086016966403911,时间,天气
-1.0641607945919496,联络,抽奖
-1.2578012353376609,视频,app
-1.2919761768035634,视频,股票
-1.2126608415485787,健康,食谱
-0.9965020363003978,视频,聊天
-1.0550069818926981,视频,聊天
-1.2030261109731748,视频,聊天
-1.2055030457554818,视频,股票
-1.0177814987347704,视频,诗歌
-0.982936542186998,视频,聊天
-0.9820494304666857,视频,诗歌
-1.0346362932719098,视频,食谱
-1.09939378785159,视频,股票
-1.3703050346026173,健康,翻译
-1.0223973229194958,视频,聊天
-0.9977697448927113,视频,诗歌
-0.995789122050726,视频,新闻
-0.9919856860431526,视频,电视频道
-1.1308424728188873,视频,股票
-0.9882051066215402,网站,app
-1.0525260237690115,视频,食谱
-1.1522977990624748,健康,聊天
-0.9839778474929914,视频,聊天
-1.252844449079508,视频,公交
-1.0236112422031398,健康,食谱
-1.0719952176016483,时间,聊天
-1.0830495761053458,视频,火车
-1.0258444634521067,时间,飞机
-0.9643406067377546,视频,食谱
-1.0621216975654653,视频,聊天
-1.0135573478600342,联络,计算
-1.1346399703230587,视频,翻译
-0.9975941765514443,视频,地图
-1.139674858095052,视频,地图
-1.4858055825331973,健康,地图
-1.003970543767131,联络,股票
-1.0973217554676686,视频,诗歌
-1.1116713263494247,视频,天气
-1.0852452269319612,视频,飞机
-1.030275827290031,视频,聊天
-1.0232485262560673,联络,飞机
-1.0133309450069954,视频,节目
-1.164170959887219,网站,app
-1.027825870102824,视频,节目
-1.317638838619494,视频,地图
-0.9894893741577399,视频,聊天
-0.9933357387842895,视频,聊天
-0.9605914725477707,视频,新闻
-1.025039937980514,联络,火车
-1.2521572717064609,视频,食谱
-1.1824835096269777,视频,聊天
-1.0249170550331521,视频,诗歌
-0.9886305839434089,视频,聊天
-1.2253572663198666,视频,食谱
-1.0887472790165988,视频,地图
-1.0100961614799862,健康,食谱
-1.064678789862195,视频,聊天
-0.9928743366179369,视频,谜语
-1.1123355058042514,视频,节目
-1.0154277173065096,视频,聊天
-1.0817758602719958,时间,天气
-1.0630858453051681,视频,聊天
-0.9546605678056354,视频,聊天
-1.3400440110673155,视频,新闻
-1.0060682688186513,健康,食谱
-1.0099673964474505,视频,新闻
-0.986843315637066,视频,电视频道
-1.176790543077731,视频,地图
-1.0995758109443714,视频,食谱
-1.225358073673421,视频,火车
-1.186130625198381,视频,食谱
-1.0197406547726422,时间,飞机
-1.2313438480333614,视频,公交
-0.996515337048175,视频,电视频道
-1.1101981230920297,视频,聊天
-0.9750890746093475,视频,电影
-1.0334610276465743,比赛,计算
-1.2833921547158142,健康,股票
-1.1990207083730762,视频,翻译
-1.0399426248182444,联络,股票
-1.0857649276791785,视频,聊天
-0.9913703850190607,视频,电视频道
-0.9734931314733901,视频,音乐
-1.0911090663325844,联络,email
-1.207094071058121,视频,食谱
-0.979294910297574,视频,聊天
-1.0082633688778393,视频,聊天
-0.9551933875508094,视频,食谱
-1.146861086700141,视频,诗歌
-1.323804857422807,健康,公交
-0.9855777430104522,网站,app
-1.1205694070670573,视频,食谱
-1.2476139589886341,视频,聊天
-0.9911293898263904,网站,app
-0.9988522675642658,视频,飞机
-1.014213016938699,视频,节目
-1.0964454384532363,时间,聊天
-1.000869646852131,健康,食谱
-1.0429857104056426,视频,聊天
-1.2631613897978309,视频,公交
-1.0966278225800932,视频,食谱
-1.0474683573646921,视频,聊天
-1.0920310887813895,时间,节目
-1.0495449243426695,视频,聊天
-1.1655090203058651,视频,食谱
-1.2853508148113506,网站,app
-1.1441514262521917,电话,日程
-1.0509273395629801,联络,股票
-1.0842433541431058,视频,聊天
-1.4812747130618034,健康,食谱
-0.975566427143772,视频,节目
-1.1583539672723653,视频,公交
-0.9855114325883323,视频,诗歌
-1.0376334898099484,视频,诗歌
-1.0661652651570848,视频,股票
-1.0208630828714882,视频,抽奖
-1.2098909090145753,视频,聊天
-0.9634280719360777,视频,电视频道
-0.9567545643374318,视频,音乐
-1.2150464427070347,视频,地图
-0.990350513830532,视频,节目
-1.0905776104631912,视频,火车
-0.9811872185627456,视频,节目
-1.089769873829205,视频,聊天
-1.1199158724660374,视频,聊天
-0.989342306310097,视频,聊天
-1.106099803019074,视频,诗歌
-1.0346201039466167,视频,翻译
-1.0853943295752486,视频,电视频道
-0.9704904622062778,健康,食谱
-1.2821256648014818,健康,食谱
-1.2355518168970003,健康,食谱
-1.0226973126611627,时间,火车
-1.220298757596975,视频,聊天
-0.9897659301511856,视频,节目
-1.0831040651973587,视频,股票
-1.0520936028551382,视频,聊天
-0.9810052239687449,视频,电视频道
-1.106314721216752,视频,食谱
-0.9992384796299415,视频,食谱
-1.1141317853172836,健康,食谱
-0.9747057034111762,网站,app
-0.9871152293366409,视频,电视频道
-1.0620526108057562,电话,电台
-0.9890261888040888,视频,电影
-1.0159996740456954,视频,谜语
-1.2016633110065347,健康,天气
-1.1046049803492686,视频,火车
-1.021041396643409,视频,聊天
-0.9830189387763882,视频,节目
-1.1585573655297394,视频,火车
-0.9880172200405131,视频,聊天
-0.9739295707427986,视频,聊天
-1.1818963756664362,视频,聊天
-1.0252635574338547,视频,诗歌
-1.0444662600432255,健康,食谱
-1.0258444634521067,视频,飞机
-0.9847333131263619,视频,小说
-1.065692372025359,健康,聊天
-1.3528807032282606,健康,地图
-1.0513514944720141,视频,谜语
-1.4008705764814955,视频,抽奖
-0.9783097152898439,视频,新闻
-1.1596834733546308,视频,音乐
-1.1762353298669272,网站,email
-1.0899348907126993,视频,聊天
-1.086029161493045,视频,火车
-1.164309173491079,视频,计算
-1.2541336274249788,视频,地图
-1.3981608080214456,健康,食谱
-1.051131941753006,视频,音乐
-1.0935449140628555,视频,聊天
-1.2469685539142992,电话,短信
-0.9681972484153508,视频,小说
-1.0030383541806978,视频,诗歌
-1.0423199185554188,视频,聊天
-0.9967412240180223,视频,节目
-1.11843586455892,视频,火车
-1.1521314280636386,视频,聊天
-0.9949928130029638,视频,食谱
-1.1483227646931,视频,聊天
-1.1103315325837895,视频,飞机
-1.0268022042485652,视频,火车
-0.9756153791316112,视频,电影
-1.0375089248541263,健康,食谱
-0.9792714216520693,视频,电视频道
-1.1870946217276104,视频,聊天
-1.0000704374625522,视频,聊天
