test_acc,test_auc,test_loss
0.18,0.5465939488378132,"tensor(2.8415, device='cuda:0')"
0.54,0.21148162576288793,"tensor(2.2676, device='cuda:0')"
0.7866666666666666,0.2430554473445007,"tensor(1.6965, device='cuda:0')"
0.9533333333333334,0.39290481755616147,"tensor(1.3355, device='cuda:0')"
0.9533333333333334,0.7324737047136736,"tensor(1.2603, device='cuda:0')"
0.9733333333333334,0.8047811972471108,"tensor(1.2364, device='cuda:0')"
0.9666666666666667,0.7936034281262173,"tensor(1.2363, device='cuda:0')"
0.9666666666666667,0.797384755226594,"tensor(1.2029, device='cuda:0')"
0.9666666666666667,0.8071419296195299,"tensor(1.1685, device='cuda:0')"
0.9666666666666667,0.8562848980651864,"tensor(1.1722, device='cuda:0')"
0.9666666666666667,0.8600623295675887,"tensor(1.1667, device='cuda:0')"
0.9666666666666667,0.7968575509674067,"tensor(1.1822, device='cuda:0')"
0.9733333333333334,0.8427554863004805,"tensor(1.1404, device='cuda:0')"
0.9666666666666667,0.8533073626801713,"tensor(1.1244, device='cuda:0')"
0.9666666666666667,0.8592767173094403,"tensor(1.1867, device='cuda:0')"
0.9733333333333334,0.8582171146604337,"tensor(1.1403, device='cuda:0')"
0.9733333333333334,0.8312725620049344,"tensor(1.1190, device='cuda:0')"
0.9666666666666667,0.8520244124139722,"tensor(1.1907, device='cuda:0')"
0.9733333333333334,0.8571198545643424,"tensor(1.1150, device='cuda:0')"
0.9733333333333334,0.8448552136086223,"tensor(1.0965, device='cuda:0')"
0.98,0.8923750162316582,"tensor(1.1077, device='cuda:0')"
0.98,0.827749642903519,"tensor(1.1025, device='cuda:0')"
0.98,0.8458849500064927,"tensor(1.1042, device='cuda:0')"
0.98,0.8353174912349046,"tensor(1.1261, device='cuda:0')"
0.98,0.8455914816257628,"tensor(1.1138, device='cuda:0')"
0.98,0.8870899883132061,"tensor(1.0803, device='cuda:0')"
