test_acc,test_auc,test_loss
0.47345132743362833,0.4579416159062176,"tensor(2.5087, device='cuda:0')"
0.588495575221239,0.21240661992874382,"tensor(2.0669, device='cuda:0')"
0.8849557522123894,0.8818009424204115,"tensor(1.5938, device='cuda:0')"
0.9690265486725663,0.9388939968585986,"tensor(1.4389, device='cuda:0')"
0.9734513274336283,0.9449325747998316,"tensor(1.4173, device='cuda:0')"
0.9734513274336283,0.9413467800635943,"tensor(1.4101, device='cuda:0')"
0.9734513274336283,0.9567846607669617,"tensor(1.4091, device='cuda:0')"
0.9734513274336283,0.9339558671417078,"tensor(1.3998, device='cuda:0')"
0.9734513274336283,0.9248946481247365,"tensor(1.4021, device='cuda:0')"
0.9734513274336283,0.9527563881546184,"tensor(1.3824, device='cuda:0')"
0.9778761061946902,0.9606826801517068,"tensor(1.3873, device='cuda:0')"
0.9778761061946902,0.9592048806650577,"tensor(1.3910, device='cuda:0')"
0.9778761061946902,0.9531260774623608,"tensor(1.3637, device='cuda:0')"
0.9778761061946902,0.9399187832816152,"tensor(1.3700, device='cuda:0')"
0.9778761061946902,0.9448482932996207,"tensor(1.3969, device='cuda:0')"
0.9823008849557522,0.9516636018848409,"tensor(1.3555, device='cuda:0')"
0.9823008849557522,0.962528253457457,"tensor(1.3586, device='cuda:0')"
0.9823008849557522,0.9437488028195993,"tensor(1.3521, device='cuda:0')"
0.9823008849557522,0.9609144542772861,"tensor(1.3586, device='cuda:0')"
0.9823008849557522,0.9354116385089837,"tensor(1.3576, device='cuda:0')"
0.9867256637168141,0.967009539133433,"tensor(1.3657, device='cuda:0')"
0.9867256637168141,0.9689240700302646,"tensor(1.3661, device='cuda:0')"
0.9867256637168141,0.9628567597594146,"tensor(1.3704, device='cuda:0')"
0.9867256637168141,0.9575786308087193,"tensor(1.3474, device='cuda:0')"
0.9867256637168141,0.9713145998544228,"tensor(1.3614, device='cuda:0')"
0.9867256637168141,0.9581839252193235,"tensor(1.3622, device='cuda:0')"
0.9867256637168141,0.9589194728575259,"tensor(1.3366, device='cuda:0')"
0.9867256637168141,0.9663688081829674,"tensor(1.3456, device='cuda:0')"
0.9867256637168141,0.9629525341914722,"tensor(1.3376, device='cuda:0')"
0.9867256637168141,0.9581733900317971,"tensor(1.3475, device='cuda:0')"
0.9867256637168141,0.9637771520514884,"tensor(1.3502, device='cuda:0')"
0.9867256637168141,0.9617381143929817,"tensor(1.3278, device='cuda:0')"
0.9867256637168141,0.9646554035934567,"tensor(1.3357, device='cuda:0')"
0.9867256637168141,0.9601099490480023,"tensor(1.3347, device='cuda:0')"
0.9867256637168141,0.9643029536834847,"tensor(1.3363, device='cuda:0')"
0.9867256637168141,0.9694220970769643,"tensor(1.3237, device='cuda:0')"
0.9867256637168141,0.9629879707313336,"tensor(1.3441, device='cuda:0')"
0.9867256637168141,0.9567645481362297,"tensor(1.3312, device='cuda:0')"
0.9867256637168141,0.9630492663678505,"tensor(1.3286, device='cuda:0')"
0.9867256637168141,0.9611969888518561,"tensor(1.3341, device='cuda:0')"
0.9867256637168141,0.9633863923686934,"tensor(1.3218, device='cuda:0')"
