outlier_score,prediciton,label
-1.4636820186561665,音乐,诗歌
-1.7242489501508227,新闻,聊天
-1.5588466486789174,音乐,诗歌
-1.1165089345980705,时间,聊天
-2.3835037644752193,节目,聊天
-1.6352550197424935,食谱,聊天
-1.1109734335909482,时间,天气
-1.111895336264174,食谱,聊天
-0.9757279174639686,短信,聊天
-2.1038335020397936,视频,聊天
-0.9932393721787722,节目,电视频道
-2.5081329053420065,视频,聊天
-1.2031213356263302,音乐,诗歌
-2.0615301105716024,短信,聊天
-1.1530152719416829,时间,聊天
-1.0406930970493695,音乐,诗歌
-2.3269464895764775,食谱,健康
-1.2438230658005487,火车,飞机
-1.8193868484973905,食谱,聊天
-1.484605025973764,视频,聊天
-1.5834015660459815,谜语,聊天
-2.2430931626022073,视频,健康
-1.0962107513496164,视频,健康
-0.983209916868255,新闻,电视频道
-1.1710520403701048,时间,聊天
-1.1594218404445837,小说,诗歌
-1.1093818589286322,音乐,诗歌
-1.9243957888156509,火车,飞机
-1.4573063485877165,抽奖,聊天
-1.1563515077937572,时间,聊天
-1.0340346813936265,音乐,诗歌
-1.000811277511714,火车,聊天
-1.0345852776213724,音乐,诗歌
-1.0970196532331244,时间,天气
-1.3553475354841913,火车,飞机
-0.9700855601416596,视频,电影
-1.4495856801998355,火车,飞机
-1.5669017989603802,短信,聊天
-1.0064406998786608,视频,聊天
-1.3009865296387073,抽奖,聊天
-0.9809353281124858,视频,聊天
-1.3149882934910408,比赛,聊天
-0.9887816738372978,地图,聊天
-1.4000456169156217,火车,飞机
-1.8260317133430217,地图,聊天
-0.9924137918204666,视频,聊天
-0.9576713376064179,视频,健康
-1.713709178770954,视频,聊天
-1.1101812614076605,时间,天气
-1.2012068830575373,食谱,健康
-1.3446410397913915,火车,飞机
-2.269954506411961,食谱,健康
-1.121288314153564,时间,天气
-0.9636341895765769,视频,聊天
-1.7270506095438847,视频,聊天
-2.7138165573360227,食谱,聊天
-1.1074938493456252,音乐,诗歌
-1.216421368943323,视频,聊天
-1.3838976983481492,音乐,诗歌
-1.7109737691951576,地图,聊天
-1.1000196985783157,小说,诗歌
-1.3698909583689232,节目,电视频道
-1.3487958645570268,app,聊天
-0.9791477604380795,视频,聊天
-1.986028266044921,食谱,健康
-1.0403307461345412,食谱,聊天
-1.791831748736356,火车,飞机
-1.3012270851259524,视频,聊天
-1.0636448174924606,音乐,诗歌
-0.9608444476389699,视频,健康
-1.1637186229484169,时间,天气
-1.0814462801862414,火车,飞机
-1.9362589633311942,视频,聊天
-1.5008642726233588,火车,飞机
-0.9902796080707361,视频,聊天
-0.9654742174605822,视频,聊天
-1.9704936485373075,火车,聊天
-1.031539175838788,音乐,诗歌
-0.9714374662400125,视频,聊天
-2.399603343608509,食谱,聊天
-1.0313494799861747,视频,聊天
-1.0320059733489233,食谱,健康
-1.146041762535605,时间,天气
-1.6278324080175082,音乐,聊天
-1.0378828048218844,视频,聊天
-1.1309711653213612,视频,电视频道
-1.3030804583961626,食谱,健康
-1.5062660248180864,火车,飞机
-1.8876105423718386,节目,电视频道
-1.8744593454130325,短信,聊天
-0.9830770800605922,节目,电影
-2.013174785091984,地图,聊天
-1.3849898626700279,节目,电视频道
-0.954933642923463,食谱,聊天
-1.9604799637385146,视频,聊天
-0.9997193765456085,音乐,诗歌
-0.9940431323751898,地图,聊天
-1.7870282886217432,火车,飞机
-1.2470971365189105,时间,聊天
-0.9548804373641341,食谱,聊天
-1.5968192632258345,电话,联络
-1.5102053848174832,谜语,聊天
-0.9493554058948881,食谱,聊天
-1.2571529537459867,食谱,健康
-0.9822849837701513,电话,联络
-0.9885628959049008,视频,聊天
-1.2862211831908466,翻译,诗歌
-1.050347273617819,小说,诗歌
-1.7443206980013763,地图,聊天
-1.3082419875613454,日程,电视频道
-1.6721630774642002,短信,联络
-0.952929480706446,食谱,聊天
-2.917807926683828,食谱,聊天
-2.2389669982592304,视频,聊天
-1.0420082428049846,音乐,诗歌
-0.9774657627346335,节目,电视频道
-2.5472067732572943,食谱,健康
-1.2338769844452544,音乐,聊天
-1.4968660973102512,谜语,聊天
-2.168062968449218,节目,电视频道
-0.9903791493945932,节目,电视频道
-0.9782581553363799,视频,电影
-1.0822657597810732,时间,天气
-1.5164759917683595,谜语,聊天
-2.3220433622062497,食谱,聊天
-2.2824894357943135,视频,聊天
-1.9368751858583058,食谱,聊天
-1.0366116811978816,音乐,诗歌
-1.552013719926079,火车,飞机
-1.0394158129110096,地图,聊天
-0.9700038536300705,视频,聊天
-2.3807269661659287,食谱,健康
-0.9766268876984275,视频,聊天
-1.0468689483428308,音乐,诗歌
-1.1533075291066583,食谱,聊天
-1.8508077555229694,地图,聊天
-2.144545109461733,节目,聊天
-1.1174968088516883,火车,飞机
-0.983753553652542,视频,电影
-0.9647415162287934,节目,电视频道
-1.438363587286239,食谱,聊天
-1.8709982942692522,地图,聊天
-1.1341438742210184,时间,天气
-1.2545967115169392,地图,天气
-2.375744450579654,视频,聊天
-1.6152129559585853,地图,聊天
-1.113398996299769,视频,聊天
-0.9773821042157358,视频,电影
-0.9994363416293324,短信,联络
-0.9731618166542386,视频,聊天
-2.726039129190065,视频,聊天
-1.3780397317483333,火车,飞机
-1.6490076254410149,火车,飞机
-0.9658445914755486,视频,电影
-1.9671715753545134,节目,聊天
-1.1517599341598435,时间,天气
-1.0695453471401302,时间,天气
-1.0065068110875608,节目,电视频道
-2.5237317702906585,食谱,聊天
-0.9732996856961288,视频,聊天
-0.965857354210271,节目,电视频道
-1.3355066805283453,翻译,聊天
-0.9663909913365097,视频,聊天
-2.8540749857257723,食谱,健康
-1.0356329187017375,视频,聊天
-0.9687392698788392,视频,聊天
-1.089467618628442,时间,天气
-0.9699297688597861,节目,电视频道
-1.9150699160604048,视频,聊天
-1.93696988956786,视频,聊天
-1.0272894194439872,新闻,电视频道
-1.467637175677417,食谱,聊天
-1.139904908710203,时间,天气
-1.007890913612508,电话,联络
-0.9797289920588235,视频,聊天
-0.9630230817659692,食谱,聊天
-0.9885921236863482,地图,聊天
-1.690565507751694,食谱,聊天
-1.8787339515830923,地图,聊天
-1.2976966872705789,谜语,聊天
-2.346160382453977,食谱,健康
-1.0216941377988709,视频,聊天
-1.576063141692732,地图,聊天
-1.1151796865475254,时间,天气
-1.322035674581421,小说,诗歌
-0.9563886478867012,食谱,健康
-0.9660780643936249,视频,聊天
-0.9771200249253045,视频,聊天
-1.3866764046744664,日程,聊天
-1.0066870220809672,音乐,诗歌
-1.1788122314707947,视频,聊天
-1.7172682356069024,食谱,健康
-2.2756914806668997,食谱,聊天
-1.7877266030401509,地图,聊天
-0.9738577138357674,视频,电影
-0.9919920548637935,地图,聊天
-1.4310224342634792,谜语,聊天
-1.0334977238133876,音乐,诗歌
