outlier_score,prediciton,label
-1.0540556996474986,翻译,诗歌
-0.9751413369994385,聊天,诗歌
-1.3032152335880656,翻译,诗歌
-1.4239709314158917,聊天,诗歌
-1.566297727570149,聊天,音乐
-1.0348154354604708,app,电话
-1.0519253926014267,联络,视频
-1.2891133560519974,食谱,视频
-0.9658215463458069,聊天,诗歌
-1.2948280099840954,翻译,诗歌
-1.261157758114918,节目,视频
-1.3065606185410372,节目,日程
-1.4065926159565432,翻译,诗歌
-1.348566756181707,翻译,诗歌
-1.5183600221163096,聊天,视频
-1.220297750983342,联络,新闻
-1.3731813836049493,app,视频
-1.0316764252276973,联络,电话
-0.9885791701305493,电影,视频
-1.318059456891738,聊天,音乐
-1.1481655276429663,节目,视频
-1.4683605842826144,聊天,音乐
-1.1146656751444606,email,音乐
-1.1279532114675963,小说,视频
-2.312897296664805,聊天,电话
-1.553710779138478,翻译,诗歌
-1.3970320080782161,节目,视频
-1.2848758645384037,翻译,诗歌
-1.7206724429642635,聊天,诗歌
-1.2767893810457964,电视频道,新闻
-0.9915867927516363,电影,视频
-0.984916708374987,聊天,地图
-1.045939044516098,聊天,地图
-1.5179184776981145,火车,地图
-1.3977063951599216,翻译,诗歌
-1.1168220664366593,公交,地图
-1.322270209579784,电视频道,新闻
-1.4706946227648454,翻译,诗歌
-0.9912958123384599,电影,视频
-0.9867623115074566,聊天,地图
-0.9687992374714248,聊天,谜语
-1.1520365456385782,网站,视频
-1.5100900918175397,节目,新闻
-1.3086771809062967,节目,新闻
-1.0921586725392811,公交,地图
-1.3524145666985197,app,电话
-1.4203950099375502,节目,视频
-1.5293625947910878,聊天,音乐
-1.295088098407867,聊天,诗歌
-1.2834434756618542,节目,视频
-1.281337906894786,app,电话
-0.9947677415990912,电影,视频
-1.3893292921187552,节目,日程
-1.359184266242095,节目,视频
-1.3013226398245537,翻译,诗歌
-0.9825718758500491,聊天,诗歌
-0.9942875296105704,电影,视频
-1.3585601613000786,节目,视频
-1.3114764593723056,翻译,音乐
-1.2600570171962429,火车,地图
-1.6750358144416642,节目,视频
-1.0320705497121956,联络,电话
-1.5452504247452545,翻译,诗歌
-1.387543786394057,app,电话
-1.172092653780674,电影,视频
-0.9885791701305491,电影,视频
-0.988579170130549,电影,视频
-1.4370507554619358,聊天,谜语
-1.3265457913296694,翻译,诗歌
-2.109390475649468,聊天,地图
-0.9768387584100623,聊天,谜语
-1.4060484292411757,app,新闻
-1.824259044853792,聊天,音乐
-1.0438318023940254,联络,电话
-2.2143789877093787,聊天,地图
-1.2354331019465126,聊天,音乐
-1.1386002614059425,聊天,视频
-1.3150339306970964,翻译,诗歌
-1.0732993846146965,联络,电话
-1.117865916948654,email,视频
-1.1367805147670123,联络,电话
-1.0554207622820584,比赛,视频
-1.038732026849711,电视频道,视频
-2.088270254849708,聊天,地图
-2.200395219421456,聊天,日程
-0.9931767613006665,电影,视频
-1.1349943142101213,聊天,视频
-1.4309119040477987,节目,新闻
-1.0776483205395295,聊天,视频
-1.0693366016318815,节目,视频
-1.0126321637611766,计算,电话
-1.4169926144191378,节目,视频
-1.7105389938605664,聊天,谜语
-1.3519238925142518,电视频道,视频
-0.9697123862470249,聊天,地图
-1.2267868882478974,小说,新闻
-1.0837817777048815,电影,地图
-1.3045089667209946,小说,音乐
-1.0844081373470318,聊天,地图
-1.0535241202973609,电影,视频
-1.127945033460114,电影,视频
-1.007642170483701,节目,视频
-1.300826184460828,电视频道,新闻
-1.2764745372338422,聊天,音乐
-1.0823444561551296,时间,视频
-0.9557710912474386,聊天,诗歌
-1.0332091003875372,联络,电话
-1.2127173413497219,聊天,音乐
-1.5945888247493796,聊天,视频
-1.6312086325926618,短信,视频
-1.3105338877473658,节目,视频
-1.4438354163697735,聊天,视频
-1.0553576868262486,联络,电话
-1.1775190395425548,聊天,音乐
-1.2165586216800044,翻译,诗歌
-1.3591195367288489,节目,视频
-0.9885791701305491,电影,视频
-1.3079435037976892,翻译,诗歌
-1.1785711558464076,聊天,音乐
-1.2975058555807917,app,视频
-1.3207012409032979,联络,谜语
-1.7346568595365137,聊天,新闻
-1.3936774493536617,翻译,诗歌
-1.6893475813591643,聊天,音乐
-1.4161405891225933,翻译,诗歌
-1.1260615777706326,电视频道,视频
-1.1662259023090702,公交,音乐
-1.2485080923213112,聊天,电话
-1.3332738978587846,电视频道,音乐
-1.1650271577463882,app,新闻
-0.9901865224612101,聊天,谜语
-1.3261431133963406,app,视频
-1.3012272343179407,翻译,诗歌
-1.4622431769184403,翻译,诗歌
-1.4299298208098719,节目,视频
-1.5770867137509714,节目,新闻
-1.3271304088989697,电视频道,新闻
-1.3700484257164331,app,诗歌
-0.9995086100970567,小说,谜语
-1.4173128264504742,节目,音乐
-1.6165357360055945,节目,日程
-1.0060700400544864,电视频道,视频
-1.1308514805753096,联络,视频
-1.4985239652208118,翻译,诗歌
-1.6300567050093033,聊天,音乐
-1.303809015260028,节目,新闻
-1.4977539272439597,翻译,诗歌
-1.0439329104998425,公交,地图
-1.2136271431786905,时间,日程
-1.0723156117528905,电影,视频
-1.2899303403528948,聊天,地图
-1.3054536007897999,电影,视频
-1.0524728364324003,小说,诗歌
-1.46352128820078,翻译,谜语
-1.0715098148279145,联络,电话
-0.9915867927516364,电影,视频
-1.7821261402295392,聊天,地图
-0.9958788989990719,节目,视频
-1.190850834556117,app,电话
-1.0553576868262486,联络,电话
-1.1125182982571198,健康,谜语
-1.1245938433442542,公交,地图
-1.0154124083872658,联络,电话
-1.9259304740292786,聊天,谜语
-1.7005979173706796,聊天,地图
-1.1056725499192157,电视频道,地图
-1.0140183664744578,app,日程
-1.5454464371756829,节目,新闻
-1.011803478727905,电影,视频
-1.2811022554774527,网站,新闻
-1.0185437282232253,联络,电话
-1.6331140846006602,节目,新闻
-1.2949672835983181,飞机,地图
-1.2019831799730396,比赛,视频
-1.3524530120868141,电视频道,视频
-0.9626505273662653,聊天,诗歌
-1.3563694014124026,聊天,谜语
-1.0957745231568814,节目,视频
-0.9955563818913822,电影,视频
-1.2067923706130823,翻译,音乐
-1.1812247130719127,app,地图
-2.0369273798743266,聊天,诗歌
-0.9843674719836537,计算,电话
-0.9931767613006667,电影,视频
-1.1057745451023289,节目,视频
-1.0686529701477423,时间,日程
-1.3628686234359717,节目,音乐
-1.414088105243423,食谱,音乐
-0.987857349073472,节目,视频
-1.1505913473183778,翻译,音乐
-1.0244286535171565,app,电话
-1.8024957402554171,聊天,新闻
-1.8420833316397363,聊天,日程
-1.007267297555341,公交,地图
-1.6463224627368,聊天,诗歌
-1.4479951327211678,app,新闻
-1.6665484363574325,翻译,诗歌
-1.3913476479926115,节目,新闻
-1.0746542916976343,公交,地图
-1.0075722513890002,节目,日程
-1.0477294244923052,公交,地图
-1.4817550169350704,聊天,地图
-1.8797114391928489,聊天,音乐
-2.1024680840052845,聊天,诗歌
-1.0354853901455463,联络,电话
-0.9897768498966192,电影,视频
-2.3265822443390727,聊天,新闻
-1.0553576868262486,联络,电话
-1.3184773388646012,聊天,诗歌
-1.0394282373012318,联络,电话
-1.1025850704956357,网站,诗歌
-1.1804648916882026,电视频道,视频
-0.9915867927516364,电影,视频
-1.0899727623786784,公交,地图
-1.1508512234016421,时间,视频
-1.1936696973117846,节目,视频
-1.2743022561155564,翻译,诗歌
-1.3447619870202465,网站,地图
-1.2048457874894265,app,视频
-1.0372808958502246,app,视频
-1.0566867842017684,联络,视频
