test_acc,test_auc,test_loss
0.28125,0.4788586058045554,"tensor(2.7216, device='cuda:0')"
0.634765625,0.435941518185158,"tensor(2.1097, device='cuda:0')"
0.916015625,0.7783224650991918,"tensor(1.8184, device='cuda:0')"
0.923828125,0.8057286404757531,"tensor(1.7881, device='cuda:0')"
0.943359375,0.8476447694709771,"tensor(1.7516, device='cuda:0')"
0.943359375,0.8470571098916237,"tensor(1.7469, device='cuda:0')"
0.947265625,0.8496208555290228,"tensor(1.7435, device='cuda:0')"
0.947265625,0.8539160084496693,"tensor(1.7413, device='cuda:0')"
0.9453125,0.8547641325312271,"tensor(1.7372, device='cuda:0')"
0.947265625,0.8540925215833944,"tensor(1.7302, device='cuda:0')"
0.953125,0.853298930014695,"tensor(1.7256, device='cuda:0')"
0.94921875,0.8500011480529022,"tensor(1.7229, device='cuda:0')"
0.953125,0.8798081890613518,"tensor(1.7143, device='cuda:0')"
0.951171875,0.8513063406961792,"tensor(1.7140, device='cuda:0')"
0.953125,0.8521666628398237,"tensor(1.7143, device='cuda:0')"
0.955078125,0.862322625826598,"tensor(1.7080, device='cuda:0')"
0.951171875,0.8525268644379134,"tensor(1.7059, device='cuda:0')"
0.953125,0.8624826356998531,"tensor(1.7041, device='cuda:0')"
0.958984375,0.866754827562454,"tensor(1.7039, device='cuda:0')"
0.95703125,0.8652975179096252,"tensor(1.7047, device='cuda:0')"
0.958984375,0.85511213606723,"tensor(1.7017, device='cuda:0')"
0.9609375,0.8531547058688465,"tensor(1.6996, device='cuda:0')"
0.9609375,0.8690114690484938,"tensor(1.6975, device='cuda:0')"
0.9609375,0.8539741286278473,"tensor(1.6945, device='cuda:0')"
0.9609375,0.8648605402736959,"tensor(1.6929, device='cuda:0')"
0.962890625,0.8584048952975754,"tensor(1.6932, device='cuda:0')"
0.96484375,0.8373639557310801,"tensor(1.6925, device='cuda:0')"
0.962890625,0.86080145573108,"tensor(1.6900, device='cuda:0')"
0.962890625,0.8601420428453344,"tensor(1.6912, device='cuda:0')"
0.96484375,0.8616101154941219,"tensor(1.6903, device='cuda:0')"
0.9609375,0.8577103232916973,"tensor(1.6897, device='cuda:0')"
0.9609375,0.8686914493019837,"tensor(1.6914, device='cuda:0')"
0.962890625,0.8551372497244674,"tensor(1.6898, device='cuda:0')"
0.96484375,0.8616689532053636,"tensor(1.6890, device='cuda:0')"
0.96484375,0.8647371245867009,"tensor(1.6868, device='cuda:0')"
0.962890625,0.8564567930290228,"tensor(1.6877, device='cuda:0')"
0.962890625,0.8559896790044085,"tensor(1.6844, device='cuda:0')"
0.962890625,0.8657452585415135,"tensor(1.6870, device='cuda:0')"
0.962890625,0.8600114518277002,"tensor(1.6801, device='cuda:0')"
0.96484375,0.8589451976947098,"tensor(1.6798, device='cuda:0')"
0.962890625,0.8576313946546656,"tensor(1.6934, device='cuda:0')"
0.958984375,0.8628191587068331,"tensor(1.6841, device='cuda:0')"
0.96484375,0.8414438487325495,"tensor(1.6780, device='cuda:0')"
0.96484375,0.8430920221803822,"tensor(1.6799, device='cuda:0')"
0.9609375,0.8642936891531962,"tensor(1.6817, device='cuda:0')"
0.962890625,0.8523431759735489,"tensor(1.6787, device='cuda:0')"
0.96484375,0.8464134827332843,"tensor(1.6778, device='cuda:0')"
0.96484375,0.852754322419177,"tensor(1.6772, device='cuda:0')"
0.966796875,0.8562609065025716,"tensor(1.6760, device='cuda:0')"
0.96484375,0.8497564692781042,"tensor(1.6764, device='cuda:0')"
0.96484375,0.8495878490080823,"tensor(1.6736, device='cuda:0')"
0.962890625,0.8412809687270388,"tensor(1.6761, device='cuda:0')"
0.962890625,0.8591174056300515,"tensor(1.6758, device='cuda:0')"
0.966796875,0.8653305244305658,"tensor(1.6742, device='cuda:0')"
0.962890625,0.8381467843038206,"tensor(1.6776, device='cuda:0')"
0.96484375,0.8579420864713445,"tensor(1.6712, device='cuda:0')"
