Intent,Sentence,Outlier
search,where can i see the trailer for phineas redux ?,False
weather,will it be getting colder in sahuarita ?,False
weather,is agnew united states has chilly weather,False
search,where can i watch the tv series breed the pain ?,False
movie,what films are at kerasotes theatres,False
movie,when is harassed being played at plitt theatres ?,False
weather,what s the weather forecast for my current position ?,False
weather,what s the weather forecast for here in august ?,False
movie,what movie house is playing the animated movies nearest ?,False
weather,tell me the weather forecast for croatia now,False
search,look for the thorns saga,False
restaurant,i need to book a restaurant in sunnybrook for 7,False
search,please find me glass cloud – single,False
weather,is it going to get chillier at 5 am in trussville bosnia and herzegovina ?,False
search,find a video game called new york 911,False
music,play them by guy-manuel de homem-christo,False
search,what is party all night,False
search,find the fields of sacrifice movie,False
movie,what films are showing at national amusements,False
search,show creative photograph of icewind dale heart of winter,False
weather,will it snow in haigler bosnia and herzegovina,False
weather,will it feel nicer in finland or new mexico today,False
movie,what time is the closet cinema playing movies the closest,False
music,play some music using slacker,False
restaurant,book for my girlfriend and i for truffade at a gastropub in west virginia,False
movie,what time is the graduates of malibu high playing at cobb theatres,False
restaurant,book me a reservation for the brazen head in hecker,False
music,play a 1950 album on iheart,False
search,find a soundtrack called the outpost,False
weather,what is the johnson creek forecast for chilly weather,False
weather,weather within the same area as qatar at four,False
search,find a song called this champagne mojito is the last thing i own,False
music,play songs by naomi schemer,False
weather,what is the weather forecast in va,False
movie,what time is hold that blonde playing at the closest cinema ?,False
search,can i see the the tv series the late music ?,False
movie,what is the movie schedule at the fox theatres,False
search,find the mystery woman saga,False
movie,find lost in space,False
search,find a book called screwed,False
search,show me heavenly sword,False
search,find a trailer called hellboy the troll witch and others,False
music,play the music track of 1998,False
music,play the album a kiss before you go by bt,False
movie,need to see mother joan of the angels in one second,False
weather,can you tell me the weather forecast for three o clock in de,False
music,play the best songs of 2016,False
music,play some techno,False
search,show creative work of through the back door,False
music,play sunshine reggae on youtube,False
search,play the what i need to do soundtrack,False
weather,what is the freezing forecast for british virgin islands,False
movie,when is the woman going to be scheduled at the closest movie house ?,False
search,please find me the work instrumental directions,False
restaurant,i want to make a reservation at the conflict kitchen for one,False
music,play a tune from 1962,False
search,can you find me the restless natives ?,False
music,can you use pandora to play a soundtrack from 1999 by david sitek ?,False
weather,what do the cloud indicate in east aurora,False
movie,show me the movies at the closest cinema,False
search,find tortured man,False
movie,find the movie times for films in the area,False
search,can you help me find the author! author ! trailer ?,False
weather,is it going to get hotter in my current position,False
restaurant,book a pub for two on jan first 2037,False
movie,please tell me the movie schedules,False
weather,forecast for laguna heights barbados,False
weather,what will the weather be for hooksett,False
restaurant,i need a highly rated oyster bar in ar in a month for jeanne collins amy and i,False
music,play a 2001 sound track on deezer,False
search,where can i view the tv series of witch,False
weather,what s the weather going to be like around lewis and clark trail sixteen hours from now ?,False
weather,how will the weather be in kentucky this week ?,False
restaurant,find a reservation for 3 people,False
movie,show movies at the nearest movie house,False
music,play music from 1950,False
restaurant,i want to book the best steakhouse with south american cuisines in alaska,False
weather,is there snowstorm in la ?,False
movie,give me the movie schedule at santikos theatres,False
restaurant,book a restaurant at sixteen oclock in sc,False
search,pull up the trailer for 2000 years – the millennium concert,False
restaurant,please reserve a table at the food truck in wheeler for december 4th 2019,False
music,play top-twenty fourties movement music by mohammad reza lotfi,False
weather,give me the weather forecast in zimbabwe,False
music,play me a nineties song by joseph genaro,False
weather,will there be snowfall faraway from robinson forest,False
restaurant,book a spot for ten at a restaurant with a spa in us minor outlying islands,False
movie,is the swan available to watch at the movie house now ?,False
restaurant,book me a bar where i can get a bear claw in as,False
search,please find me the rear mirror saga,False
music,play music by odd nosdam,False
search,show creative last light,False
music,play ep from quasimoto from the nineties,False
weather,what is the weather in mascotte,False
restaurant,book a reservation for 8 at a restaurant that serves chicken fried bacon in aruba,False
restaurant,i need to book the best food court in within the same area as ok that serves persian food for my ex husband and i,False
search,find the living room tapes a tv series,False
restaurant,lets go to a bistro in sd,False
movie,what time is bhoot returns showing at douglas theatre company,False
movie,what are movie times for movies playing in the neighborhood ?,False
search,show me a picture of nokia football crazy,False
weather,what will the humidity be in beroun on aug 26,False
movie,where is the nearest movie house that is playing sirivantha,False
search,i m looking for the music of nashville season 3 saga,False
restaurant,i need a reservation for next week with a party of six,False
restaurant,want to eat at diners of allentown pennsylvania on purim,False
search,please search the work eve-olution,False
movie,which animated movies are playing at megaplex theatres at tea time?,False
movie,find the movie schedule for century theatres,False
weather,will it be warmer at 15 o clock in deepwater bonaire,False
movie,can you give me the movie times,False
movie,find the schedule for movies at plitt theatres,False
weather,what is the southern shops forecast for warm temps,False
music,i want to hear music by madeleine peyroux from 1991 on youtube,False
search,show creativity of book future of the past,False
weather,will there be a snowstorm in slick or four hours from now ?,False
weather,at my current spot is it going to be hotter on nov the eighth,False
movie,tell me what films are around here,False
weather,is it warm in sierra blanca now,False
movie,give me the movie schedule for films in the area,False
movie,find the movie schedule for fox theatres at supper time,False
movie,find a cinema for the tenderfoot nearest me,False
search,find a tv series called the golden hits of sandie shaw,False
weather,how much fog is there in tarpon springs ?,False
restaurant,book a restaurant in goshenville pr for october 16 2038,False
music,play me a song by kevin cadogan,False
restaurant,book a spot for 3 at a bar in antarctica,False
weather,is it going to be colder in botswana by 09 30,False
weather,what is the forecast for the current spot for cloudy conditions,False
weather,what is the weather of pine city,False
weather,will it be cloudy by five pm in gobler jersey,False
restaurant,book a table at a pool bar,False
search,find the television show titled spatial query server,False
movie,what films are showing in the neighbourhood,False
weather,what weather is predicted for loyalhanna ?,False
