Intent,Sentence,Outlier
search,where can i see the trailer for phineas redux ?,False
weather,will it be getting colder in sahuarita ?,False
weather,is agnew united states has chilly weather,False
search,where can i watch the tv series breed the pain ?,False
search,look for the thorns saga,False
search,where can i stream a television show called safety ep ?,False
search,please find me glass cloud – single,False
search,find a video game called new york 911,False
search,search for tera the exiled realm of arborea,False
search,i d like to hear the song in a reverie,False
weather,what is the weather forecast for yoakum sc ?,False
search,what is party all night,False
search,show creative photograph of icewind dale heart of winter,False
search,where can i purchase the saga the second life of samuel tyne,False
weather,will it snow in haigler bosnia and herzegovina,False
weather,show me the forecast for anatone louisiana on november 7th,False
weather,will it feel nicer in finland or new mexico today,False
search,find a soundtrack called the outpost,False
weather,what is the johnson creek forecast for chilly weather,False
search,find a song called this champagne mojito is the last thing i own,False
search,find the mystery woman saga,False
search,find a book called screwed,False
search,show me heavenly sword,False
search,find a trailer called hellboy the troll witch and others,False
weather,check the weather forecast in seven weeks for emida,False
weather,what is the freezing forecast for british virgin islands,False
weather,what is the weather forecast nearby sc,False
search,can you please look up the game the islanders ?,False
weather,weather in radnor township wv,False
search,find tortured man,False
weather,what is the weather going to be like this evening in arkansas,False
search,can you help me find the author! author ! trailer ?,False
weather,weather for oct 16 in mo,False
weather,what will the weather be for hooksett,False
weather,what will the weather be in grand coteau ut at six pm ?,False
search,find a show called the paper route,False
search,show acta mathematicae applicatae sinica tv show,False
weather,what s the weather going to be like around lewis and clark trail sixteen hours from now ?,False
weather,what s the weather in ri ?,False
weather,what s the weather in south hill,False
weather,is there snowstorm in la ?,False
weather,what is the weather in mascotte,False
search,find the living room tapes a tv series,False
weather,what will the humidity be in beroun on aug 26,False
search,play a trailer for sencha touch,False
search,i m looking for the music of nashville season 3 saga,False
search,show tv show schedule archiveis,False
search,please search the work eve-olution,False
weather,what will the weather be like at 3 am in trinidad and tobago,False
weather,what s the weather going to be one hour from now in taiwan,False
search,find the picture their finest hour,False
weather,will it be warmer at 15 o clock in deepwater bonaire,False
weather,what is the southern shops forecast for warm temps,False
search,show creativity of book future of the past,False
search,find a tv series called the golden hits of sandie shaw,False
weather,how much fog is there in tarpon springs ?,False
weather,will it be cloudy by five pm in gobler jersey,False
weather,what weather is predicted for loyalhanna ?,False
search,find a trailer called sheriff of tombstone,False
weather,weather for ma in the morning,False
search,what is the tv show this is halloween ?,False
weather,is it supposed to hail in ny,False
weather,what is the humidity in serbia,False
search,play if you go,False
search,i d like to see confessions of an indian teenager,False
weather,what is the weather not far from current position,False
search,find as live as it gets,False
weather,what is the weather going to be like on st patrick s day ?,False
search,find a soundtrack called the spanish jade,False
weather,what is the weather like in hurstville ?,False
search,show the collectors video game,False
weather,what is the pw forecast for jul 9 in robert,False
weather,what will the weather be like in 16 weeks at the ivory coast,False
weather,will there be a snowfall here in the neighboring areas?,False
weather,what is the weather in arkansas the city of morrison,False
search,please search the songs for the deaf video game,False
search,please search for the work wholehearted,False
search,show the night riders,False
weather,what is the forecast for petersville oh,False
search,find me the lace and whiskey soundtrack,False
search,where can i purchase papers in regional science the album ?,False
search,where can i locate leo the lion for purchase,False
search,find to each his own cinema an album,False
search,look for the trailer for red stallion in the rockies,False
weather,show cloud forcast in 1 hour in ia,False
search,find black mirror iii final fear,False
search,find the movie shake your spirit,False
search,i want to find the video game masada anniversary edition vol 3 the unknown masada,False
search,find a tv show called randy scouse git,False
weather,what will the weather be in nationalpark rila on nov 25 ?,False
weather,what will the weather be next apr in mt ?,False
search,please find me the platinum box ii song ?,False
weather,will it storm in charles pinckney national historic site,False
search,find the show the naked gun,False
search,what type of movie is houston press ?,False
search,find the show titled the most charming and attractive,False
search,could i download chavez inside the coup ?,False
weather,will the wind die down at my current location by supper time?,False
weather,is there a snowstorm in the forecast for el cenizo,False
weather,tell me the weather forecast for here,False
search,find the album future of the past,False
weather,is there weather going to get chilly when i get close to new york ?,False
search,find half a sixpence photograph,False
weather,let me get the forecast in allardt canada,False
search,show the immortal grand prix,False
weather,what s the weather in paulette yemen,False
search,please help me find the short program saga,False
weather,what will the weather be a nine in willow river state park ?,False
weather,is the weather going to be colder in gu in 11 years,False
search,find your personal touch,False
weather,show the forecast nearby in twenty two minutes in french polynesia,False
weather,what will the weather be like in the falkland islands starting may 25 2022,False
search,please get me stories from the english and scottish ballads show,False
weather,what s the weather in niagara,False
search,show the trailer of deadly skies,False
search,i want to listen to the song first time for everything,False
weather,will there be fog not far from mexico on apr 27,False
weather,can you tell me the weather forecast for six am in grenada,False
weather,is it going to be warmer 165 days from now at nairobi national park,False
weather,tell me if it ll be freezing 333 days from now in caplinger mills florida,False
weather,weather for noon in ca,False
weather,is it forecast to be hot in greenland this winter ?,False
weather,what is the weather forecast for ridge farm new york,False
weather,what will the weather be like 1 minute from now within the same area of my current location,False
weather,is it going to be windy faraway from the valley of fire,False
weather,will there be sun in the manassas national battlefield park ?,False
weather,what was the weather in my current position last october,False
search,find the labyrinthe game,False
search,find a saga called set sail the prairie,False
weather,will it be warm in kipp rhode island one hour and 9 seconds from now ?,False
weather,what is the mississippi for the week,False
weather,will it be colder in cut ma tomorrow,False
search,want to find a creative work called the prayer,False
weather,is it going to be warm here for brunch,False
search,where can i buy a photograph called feel the love ?,False
search,show me the movie black summer,False
search,show the singles collection volume 4,False
search,i want the song phrazes for the young,False
search,find a picture called neighbourhood,False
search,please help me search the banker television show,False
search,i want to listen to the soundtrack adobe digital editions,False
weather,how hot will be there in kanwar lake bird sanctuary tomorrow ?,False
search,find a show called big broadcast of 1938,False
