Intent,Sentence,Outlier
weather,will it be getting colder in sahuarita ?,False
weather,is agnew united states has chilly weather,False
weather,what s the weather forecast for here in august ?,False
music,play some fourties andrew lloyd webber on groove shark,False
restaurant,i need to book a restaurant in sunnybrook for 7,False
weather,what is the weather forecast for yoakum sc ?,False
weather,will it snow in haigler bosnia and herzegovina,False
weather,show me the forecast for anatone louisiana on november 7th,False
weather,will it feel nicer in finland or new mexico today,False
music,play some music using slacker,False
restaurant,book for my girlfriend and i for truffade at a gastropub in west virginia,False
music,play a 1950 album on iheart,False
weather,what is the johnson creek forecast for chilly weather,False
music,play songs by naomi schemer,False
music,play a record from the year 1979,False
restaurant,need a jewish in maine to book a restaurant,False
restaurant,book james d conrey house for madeleine keisha and clara alvarez far from your colleagues college,False
music,play the music track of 1998,False
restaurant,book a table at a bar in argentina,False
music,play the album a kiss before you go by bt,False
weather,can you tell me the weather forecast for three o clock in de,False
music,play the best songs of 2016,False
music,play sunshine reggae on youtube,False
weather,what is the freezing forecast for british virgin islands,False
music,play dhafer youssef top-twenty on netflix,False
weather,what is the weather forecast nearby sc,False
restaurant,i want to make a reservation at the conflict kitchen for one,False
restaurant,book a restaurant in lake fenton for four,False
music,play a tune from 1962,False
music,play punk rock music,False
weather,is it going to get hotter in my current position,False
restaurant,book a pub for two on jan first 2037,False
weather,weather for oct 16 in mo,False
weather,forecast for laguna heights barbados,False
weather,what will the weather be for hooksett,False
weather,what will the weather be in grand coteau ut at six pm ?,False
restaurant,i need a highly rated oyster bar in ar in a month for jeanne collins amy and i,False
music,play a 2001 sound track on deezer,False
weather,how will the weather be in kentucky this week ?,False
restaurant,find a reservation for 3 people,False
weather,what s the weather in ri ?,False
weather,what s the weather in south hill,False
restaurant,i want to book the best steakhouse with south american cuisines in alaska,False
restaurant,book a restaurant at sixteen oclock in sc,False
music,play some ray williams music from the nineties on spotify,False
restaurant,please reserve a table at the food truck in wheeler for december 4th 2019,False
music,play top-twenty fourties movement music by mohammad reza lotfi,False
weather,give me the weather forecast in zimbabwe,False
weather,will there be snowfall faraway from robinson forest,False
restaurant,book a spot for ten at a restaurant with a spa in us minor outlying islands,False
music,play ep from quasimoto from the nineties,False
restaurant,i want a table for eight at gu,False
weather,what is the weather in mascotte,False
restaurant,book a reservation for 8 at a restaurant that serves chicken fried bacon in aruba,False
restaurant,i need to book the best food court in within the same area as ok that serves persian food for my ex husband and i,False
weather,what will the humidity be in beroun on aug 26,False
music,play something from the twenties on lastfm,False
restaurant,want to eat at diners of allentown pennsylvania on purim,False
music,play some songs from 1958,False
weather,what will the weather be like at 3 am in trinidad and tobago,False
weather,what s the weather going to be one hour from now in taiwan,False
music,plan an album by roni duani,False
weather,i d like to see weather conditions for ennis,False
restaurant,i need a table for 1 minute from now at any pub for five around in that also serves fisnn chips,False
music,i want to hear music by madeleine peyroux from 1991 on youtube,False
weather,will there be a snowstorm in slick or four hours from now ?,False
weather,at my current spot is it going to be hotter on nov the eighth,False
weather,what s the weather going to be like in fort point san francisco tomorrow ?,False
weather,how much fog is there in tarpon springs ?,False
restaurant,book a restaurant in goshenville pr for october 16 2038,False
restaurant,book a spot for nine near togo,False
restaurant,book a spot for 3 at a bar in antarctica,False
weather,what is the forecast for the current spot for cloudy conditions,False
music,play some chanson music,False
weather,what is the weather of pine city,False
music,play heavy machinery by phil spector on zvooq,False
weather,will it be cloudy by five pm in gobler jersey,False
restaurant,book a table at a pool bar,False
weather,what weather is predicted for loyalhanna ?,False
restaurant,book the middle east restaurant in in for noon,False
music,i want to listen to lastfm play a drop of the hard stuff by joi chua,False
music,play the artist tei last concert on netflix,False
weather,weather for ma in the morning,False
restaurant,book a brasserie for connie scott and madeline in northern mariana islands in eleven hours,False
weather,is it supposed to hail in ny,False
restaurant,book a table at a restaurant within the same area as the octagon christchurch in allentown,False
weather,what is the humidity in serbia,False
restaurant,book mars 2112 in rwanda for 4 people,False
restaurant,book pm park clear lake iowa at 5 am for 6 people,False
weather,is there going to be a depression in my current location on nov the ninth,False
weather,show me weather forecast in clontarf ky from 4 hours from now,False
weather,what is the weather not far from current position,False
restaurant,book a table for kirsten price audra and i faraway from our location at an outdoor taverna,False
weather,what is the pw forecast for jul 9 in robert,False
music,play some origa on google music,False
music,i want ohear the 1996 soundtrack from deezer,False
weather,will there be a snowfall here in the neighboring areas?,False
music,play some music from the thirties,False
weather,what is the weather forecast for strong city,False
weather,give me weather information for porcupine mountains,False
restaurant,book a table for 3 at a top-rated restaurant,False
restaurant,book reservations at a restaurant in ne for 4 people on apr 2 2021,False
weather,what is the forecast for petersville oh,False
weather,she me the forecast for clayton lake state park on oct 17th,False
weather,show cloud forcast in 1 hour in ia,False
music,i need to hear the song aspro mavro from bill szymczyk on youtube,False
music,play white noise,False
restaurant,book a spot for 8 in a cafeteria with german chocolate cake in ecru new mexico,False
restaurant,looking for a tibetan restaurant and need reservations for 1,False
weather,is it getting colder in leonard harrison state park,False
music,play my under the surface playlist,False
music,play zvooq latest track by peter appleyard,False
weather,what will the weather be in nationalpark rila on nov 25 ?,False
music,i wish to listen to some fifties music,False
weather,what will the weather be next apr in mt ?,False
restaurant,at ten am i want to reserve a spot for 9 people to eat in monaco,False
restaurant,book a reservation for a parry of eight for a restaurant in birch river mo,False
music,play me a frank farian ep,False
music,let s play the album handover on deezer,False
restaurant,make a table reservation at the top-rated brasserie in cotton center,False
restaurant,book a delicatessen that is indoor for 3,False
music,play geddy lee music on spotify sort by top,False
weather,will it storm in charles pinckney national historic site,False
restaurant,i need a table for 2 on feb 18 at main deli steak house,False
restaurant,book reservations at a nearby restaurant in montenegro for four people,False
weather,will the wind die down at my current location by supper time?,False
restaurant,find a reservation at boone tavern for 4 people in 10 24,False
restaurant,i want seats for 4 at a sichuan food restaurant in indonesia,False
weather,what s the weather in hi,False
music,play some google music,False
weather,is it going to be rainy in kings valley kosovo next mon,False
music,use slacker to listen to seventies music,False
music,play strength of street knowledge on groove shark,False
weather,is there weather going to get chilly when i get close to new york ?,False
weather,let me get the forecast in allardt canada,False
music,put on vimeo and play kacapi suling,False
music,play me a song by teitur lassen on groove shark,False
music,play some popular bryan gregory songs,False
weather,what s the weather in paulette yemen,False
restaurant,i want to book a restaurant for supper in kellerton for 2,False
restaurant,can i get a table for 3 in gu at a restaurant in the neighboring area that serves chicken french ?,False
restaurant,book this week for their step sisters workplace close,False
restaurant,id like reservations for two at a pizzeria 22 weeks from now,False
weather,is the weather going to be colder in gu in 11 years,False
music,play some geir jenssen,False
weather,show the forecast nearby in twenty two minutes in french polynesia,False
restaurant,book a theme restaurant in cameroon for 6 people,False
music,play my hype playlist on youtube,False
music,play the track that would be something from eden ahbez,False
weather,what will the weather be like in the falkland islands starting may 25 2022,False
restaurant,book me a reestaurant that is close in the country of cocos islands,False
restaurant,reservea table for five people on september second in gabon,False
music,play the best chant of 1975,False
weather,is it freezing in offerman california ?,False
restaurant,i need a table at somewhere within walking distance of nv on november the 24th 2027,False
restaurant,book a restaurant in three points,False
restaurant,book a table on 6 14 2035 at a bakery within walking distance of equatorial guinea that serves paella,False
weather,can you tell me the weather forecast for six am in grenada,False
music,use iheart radio to play eighties music from hugh masekela,False
weather,is it going to be warmer 165 days from now at nairobi national park,False
weather,tell me if it ll be freezing 333 days from now in caplinger mills florida,False
restaurant,book something for me and my wife at a restaurant in four weeks,False
weather,is it forecast to be hot in greenland this winter ?,False
restaurant,book a restaurant for me and my mother in law in montserrat,False
music,play an album from the fourties,False
weather,what is the weather forecast for ridge farm new york,False
weather,what will the weather be like 1 minute from now within the same area of my current location,False
restaurant,i need a table at a steakhouse in encino that serves meatcake,False
weather,will there be sun in the manassas national battlefield park ?,False
weather,is it going to get any hotter in kerrick ?,False
weather,what was the weather in my current position last october,False
restaurant,i need a fast food restaurant that will seat two in a smoking room,False
restaurant,book a popular restaurant for two which is distant from avalon,False
weather,will it be warm in kipp rhode island one hour and 9 seconds from now ?,False
weather,what is the mississippi for the week,False
weather,will it be colder in cut ma tomorrow,False
restaurant,get me a reservation for 1 somewhere in spade at seventeen oclock,False
music,can you play an ep from the year 1958 ?,False
restaurant,i want to book the clarke cooke house in uzbekistan,False
music,play groove shark,False
restaurant,book in southern shores for 8 at ariston cafe,False
music,i m looking for the last track by fei yu ching from the fourties,False
weather,what is the weather doing in south carolina right now ?,False
restaurant,bar restaurant for november the twelfth 2030 that is popular and for a party of ten,False
music,play paul landers o rio a cidade a Árvore on slacker,False
weather,how hot will be there in kanwar lake bird sanctuary tomorrow ?,False
restaurant,book a table for josie carissa and lindsay at a brasserie which serves trentino,False
restaurant,i need a reservation for five at a top-rated english restaurant in elma,False
music,i want to play music off deezer,False
music,play music by daddy yankee,False
music,play some fourties music from erin harkes,False
music,play me a popular ronnie wood soundtrack,False
weather,is there any fog warning in dauset trails nature center now,False
music,play pledge by markus grosskopf,False
restaurant,book a table for ten people in eucalyptus hills,False
restaurant,book a spot for elise and alma at a brasserie in ravensdale mh for this week,False
weather,ho warm is it in arcola ?,False
restaurant,book a table in glennie for 1 in the northern mariana islands,False
music,play a seventies soundtrack by steve walsh on groove shark,False
restaurant,book a restaurant in french southern territories on dec the fifth 2026 for two,False
music,play while we were waiting by sippie wallace on vimeo,False
music,i want to the latest ballad from ira losco,False
weather,what is the weather forecast close to puerto rico,False
music,play some music by jody williams from 2001,False
music,play music from 2012 on netflix,False
restaurant,book a table for nine people next mar,False
restaurant,book a restaurant for a party of 7 in paraguay on saturday,False
music,play hættuleg hljómsveit & glæpakvendið stella by kaori iida,False
restaurant,i need a reservation for eight at the original soup man in northern mariana islands,False
music,please play a movement by rupam islam,False
weather,is it warm in fernandina beach slovakia,False
music,play the newest twenties melody,False
restaurant,make me a reservation for a party of 2,False
weather,will it be warm in zambia at 9 pm,False
restaurant,i would like to book a restaurant in singapore for nine in 19 hours and 1 second,False
weather,what is the weather like in the city of frewen in the country of venezuela,False
restaurant,i need a reservation in steele city,False
music,play a track by deeyah khan,False
weather,what is the forecast starting on september 1 2039 for chillier conditions in ak,False
restaurant,i need reservations for a party of 8 within the same area at 01 48 35 at a restaurant in armenia that serves tuscan cuisine,False
restaurant,book me a table for one at blue ribbon barbecue,False
weather,will it be warm in the current place next spring,False
music,play paul ortiz music from 1990,False
weather,what s the weather here on 2 7 2021,False
music,can i hear a tune from vladimir vysotski ?,False
music,play some good music from 2012,False
restaurant,reserve a table at bear hotel around finsbury park,False
music,can you play crossover ?,False
restaurant,book a spot for five at a brasserie on jan 7 2023,False
music,play 2004 on pandora,False
weather,what weather is in saint vincent and the grenadines on thursday,False
music,play a native us song on last fm,False
weather,will it snow on apr eighteenth 2029 in myanmar ?,False
music,play the latest ep by joel hastings on itunes,False
restaurant,need a table at a highly rated south tyrolean joint,False
music,play music on deezer by imogen heap,False
music,play apbl98 by alden penner,False
restaurant,book a restaurant in fort gates fl,False
music,play tomtegubben som hade snuva,False
music,play seven steps to heaven by wikluh sky,False
restaurant,book the boon brick store for nine people,False
music,play the symphony by tetsuya ogawa from 1953,False
weather,what is the weather forecast for theodore roosevelt inaugural national historic site,False
music,play is this my world ? by leo arnaud,False
restaurant,id like a table at the san francisco brewing company in puerto rico at noon,False
restaurant,book a table for 10 at the dome edinburgh,False
restaurant,book a reservation for irene and rosella at the room in the elephant in israel,False
music,play music on pandora,False
weather,will it be stormy in saint pierre and miquelon in the city of wenham,False
weather,what will the weather by close by the current position at 02 02 30 ?,False
weather,what is the forcast now in kansas,False
restaurant,book a table for seven people at a restaurant which has internet,False
weather,will there be a storm nearby,False
music,play a song by fats waller,False
music,play prints in the stone by helen baylor,False
weather,what is the forecast for assumption of mary in in for the weather depression,False
restaurant,find me a table for four somewhere,False
restaurant,book a spot at a restaurant faraway from 138th st,False
music,play some music from the sixties,False
music,i want to hear the album suites & sweets,False
weather,how s the weather looking in pheba,False
restaurant,book a reservation for louisiana fried chicken this winter in taiwan,False
restaurant,id like a table for 3 at a tavern in the vatican,False
restaurant,reserve a table for two at the restaurant at 9 pm,False
music,play the song i get ideas as performed by richard kruspe,False
music,play trace adkins music from the thirties,False
weather,will it hail in 1 minute in toms river,False
music,play the newest ballad from chad urmston,False
music,play music by helen ward,False
restaurant,book a table for pearl and verna slated ash wednesday in gabon,False
weather,what is the forecast for march the twelfth faraway from pine mountain state resort park,False
music,open youtube,False
music,play something from the twenties,False
weather,tell me when it will be chilly in chicken united kingdom,False
music,play some seventies music on netflix,False
music,play lorenzo palacios quispe,False
restaurant,book reservation at a restaurant in rocky fork for 2 people,False
restaurant,book a brasserie for 3,False
weather,what does it feel like in connecticut,False
music,play some carmen mcrae from ed robertson off of itunes,False
weather,what s the weather here in 52 and a half weeks,False
music,play in the arms of god on zvooq by nimal mendis,False
restaurant,book me a reservation at an oyster bar that serves crab cake for two people,False
weather,will the weather be okay in northern luzon heroes hill national park 4 and a half months from now ?,False
music,play the playlist gypsy swing,False
weather,will there be a storm faraway from chapman ranch ?,False
music,play pop,False
weather,what s the weather far from jarbidge,False
restaurant,book tartine in mississippi for 5,False
restaurant,id like to eat at the firehouse restaurant,False
weather,will it be warm in hematite ?,False
weather,what will the weather be in stelvio national park 1 hour and 1 minute from now ?,False
weather,what will it be like feb the twentieth in colorado,False
weather,how will the weather be in bhutto family mausoleum next autumn ?,False
music,will you play me the most popular sound track from 2006,False
restaurant,book a restaurant in medford lakes on sep 8 2033 for essie tonya and i,False
music,can you play some music on youtube,False
restaurant,id like a table for five at any restaurant,False
restaurant,book reservations for five at eleven madison park today within walking distance from flaxton,False
restaurant,book a breakfast in a restaurant for eight,False
weather,what is the forecast next year in mcgee,False
music,play the top song by amon amarth on groove shark,False
weather,what is the forecast for chandler,False
music,play a symphony from bob hardy please,False
music,play the newest martin solveig sound track,False
music,play me a seventies ep,False
restaurant,book an osteria in north salt lake for three,False
restaurant,lets go and take elsa and i to westhampton beach in 1 hour to the american chinese cuisine at the tea house,False
weather,what kind of weather will be in va 12 years from now ?,False
music,play fourties record,False
music,play some 1991 dave barker,False
weather,is there forecast to be snow in gu this summer ?,False
music,play symphony music from the fourties with google music,False
weather,what is the weather forecast 131 days from now in atanassow-see,False
music,play music from lastfm,False
restaurant,book a spot for vicki and i at a restaurant in puerto rico,False
weather,what is the current spot forecast for far areas and warmer temps,False
restaurant,i want to eat a a brasserie that serves muffuletta where can i get a reservation?,False
restaurant,need a table for nine in east prairie la,False
restaurant,my brother in law and i would like to go to guinea-bissau for food,False
restaurant,can you get me seating for 5 at a highly rated restaurant in wisconsin,False
weather,what is the fiji forecast for warm temps,False
restaurant,book reservations at a restaurant in olton around supper time,False
music,please play a song by everlast,False
weather,show weather forcast for t hstone memorial st joseph peninsula state park on one hour from now,False
restaurant,book me a reservation at a burger joint close-by choate on july 16th 2022,False
restaurant,book reservations not far from our neighborhood for a party of 2,False
music,open spotify and play a couple of celtic songs,False
music,play victoria banks s album,False
weather,will it be sunny in corcovado indonesia ?,False
weather,what s the weather forecast near to fern creek this winter ?,False
weather,what weather will it be in battlement mesa ?,False
music,play latest shaggy music,False
music,play innovations by kokia,False
restaurant,please book a room to accommodate one in 11 weeks near bahamas restaurant,False
restaurant,can you place a reservation for me at ariston cafe,False
weather,will it colder here on 11 18 2018,False
music,i want to hear ding dong bell on groove shark,False
music,play ray davies on iheart by only hit it again,False
restaurant,book the space aliens grill & bar in hord wy for feb the twenty-seventh,False
music,play some chanson music,False
restaurant,book a spot for my colleague and i at a pizzeria with a pool in owings mills wisconsin,False
music,play ciribiribin by sandeep khare,False
weather,i need the weather in hubbardston will it be chillier ?,False
restaurant,book a brasserie that serves mezzes in iowa,False
weather,will it be warmer in ct,False
music,play christina milian latest music,False
weather,on april 2nd what will the weather be here,False
music,play this is animal collective please,False
music,i want to hear any tune from the twenties,False
music,play the theme tune that christian fennesz wrote,False
music,play the top nineties melody by gus g,False
music,play pop music with groove shark,False
weather,what s the forecast for tonight far from east carpathian biosphere reserve ?,False
weather,when will the weather be temperate like it is now in stansbury park in tuvalu,False
restaurant,book me seating at a popular joint for sep the 10th,False
restaurant,i want to eat at a food truck this week with my colleague and i,False
restaurant,in a week make a reservation for a table of 7 in district of columbia,False
restaurant,i would like to find a cafe that serves grilled meat close by in tunisia and need a table for 2 one second from now,False
weather,what is the weather prediction for acworth north korea in six years,False
weather,how s the weather going to be on jul 2 in whiteside,False
restaurant,book a restaurant for one person at three pm,False
weather,what is the weather forecast two hours and seventeen seconds from now in elgin schoolhouse state historic site,False
restaurant,book in ri for one in wabuska,False
restaurant,book a spot at savoy hotel and grill that is neighboring wisconsin,False
music,play me a song by michael diamond,False
music,play the most popular miles jones track,False
weather,what is the weather forecast for boden,False
restaurant,book north indian osteria at 12 am,False
music,play slacker tunes,False
music,play a sixties song by classified,False
restaurant,make reservations for me at a taverna in hong kong,False
restaurant,i need a table for 4 at a restaurant around 0 am,False
music,play 1958 music,False
music,play hora din moldova by yamazaki maso,False
weather,what will the weather be in cummings mississippi in eleven years,False
weather,is it supposed to be sunny here ?,False
music,play a new tune by louis silvers,False
restaurant,i want to find a restaurant that has a table for two at 5 am,False
music,use the service zvooq to play top-10 by artist coolio,False
music,play any chanson,False
music,play some seventies music by janne puurtinen on youtube,False
restaurant,book a reservation for seven people at a highly rated restaurant that serves moroccan food in east greenville,False
music,play the most popular 1956 record,False
music,play some indie music on spotify,False
weather,what will the weathr be in akin jamaica ?,False
restaurant,book a bakery for lebanese on january 11th 2032,False
music,i d like to listen to diana vickers best tune from the twenties,False
music,play melody music from the fourties,False
restaurant,i need to book a restaurant that serves sundanese in bonaire for 7,False
restaurant,i need to book a restaurant for eight nearby limerick one year from now that serves jerky,False
weather,what s the forecast for il around tea time?,False
music,play praise the lord and pass the ammunition,False
restaurant,id like a table for my teenager and i at the washington dc jewish community center,False
music,i wish to listen to good symphony music by mi lu bing,False
restaurant,book a table for doris and i in new tulsa,False
weather,what is the forecast for farmerville in cape verde,False
music,play music by shinji miyazaki,False
music,play a 1977 record by bitty mclean on google music,False
music,play the track pocahontas john farnham,False
music,play soheila zaland,False
music,play new melody by kenji ito on itunes,False
restaurant,please book a restaurant room which serves hangtown fry dish in jagual,False
restaurant,can you find me reservations for this morning at a restaurant that serves stracciatella ?,False
weather,will it get hotter in zenith ct ?,False
restaurant,reserve a table at a restaurant with wifi in france,False
restaurant,i want to book a restaurant in barbados that serves creole,False
weather,is maalaea has chillier weather,False
weather,what will the weather be in the current spot on 12 14 2023,False
restaurant,i want to book a table for a party of 4 at a taverna next spring,False
restaurant,book a restaurant within the same area of ely for 10 people,False
restaurant,i need a table for 4 in pelland,False
music,play tujiko noriko s ten years and running,False
music,play the newest melody by cisco adler on pandora,False
weather,will it be cloudy in guadeloupe next year,False
restaurant,book a table 1 year from now for corinne tisha and i at a restaurant in guernsey that is top-rated,False
music,open pandora and play reggaeton 2017 y baila !,False
weather,what is the weather forecast here one minute from now,False
weather,what is the weather forecast for new mexico,False
weather,what is the forecast for swain,False
music,play the newest stuff by blowfly,False
weather,is there a depression in solromar on december 7 2033,False
restaurant,book a reservation for a restaurant in stonewood gu,False
music,play the track titled faget,False
restaurant,book a northeastern brazilian restaurant for 10 am,False
restaurant,book a reservation for ten at a restaurant in american samoa at 2 am,False
restaurant,book a table for 9 people for four pm in johnson,False
music,play music on deezer,False
restaurant,book the union oyster house in guanica puerto rico,False
weather,will it be chillier in uruguay in 213 days ?,False
music,play any song from 2001,False
restaurant,book a restaurant in montverde in marshall islands,False
music,play the newest melody from corey clark on lastfm,False
restaurant,i need a reservation for orthodox good friday,False
weather,will it be chilly in liberty city bhutan ?,False
restaurant,book a restaurant on martin luther king jr day with parking,False
weather,tell me when there will be a snowstorm in clifton forge,False
weather,is there fog in new york,False
weather,what is the predicted weather for my current spot next month ?,False
music,i want to listen to roger daltrey from the sixties on slacker,False
music,i want to hear ready by frankenstein drag queens from planet 13,False
restaurant,find me a table at a delicatessen in urbanette that serves rabbit pie,False
music,play russell morris s the singer and the song on netflix,False
music,play 1952 yusef lateef on netflix,False
music,play joshua homme belle and sebastian write about love,False
restaurant,book a restaurant with a spa in connecticut,False
restaurant,book a table for two for this autumn,False
weather,is it warm in fernley ?,False
music,play paula campbell music from 1993,False
restaurant,can you get me reservations for a highly rated restaurant in seychelles,False
weather,will it be stormy on 4 3 2027 in new rochelle wy,False
restaurant,book the electric banana in ewen for crystal and brittney,False
restaurant,book a reservation for my great grandfather and i at a macaroni pub in ct,False
restaurant,id like to book 4 seats at a restaurant,False
restaurant,i need a reservation for four at a restaurant,False
restaurant,book a highly rated gastropub that has a pastelaria in blue anchor md in 55 weeks for my brother in law and i,False
music,play a paul davis melody,False
restaurant,book a restaurant in geddes on march the twenty-seventh for me and my husband,False
restaurant,id like to eat at a pho restaurant in vt,False
