Intent,Sentence,Outlier
weather,will it be getting colder in sahuarita ?,False
weather,is agnew united states has chilly weather,False
weather,is it going to get chillier at 5 am in trussville bosnia and herzegovina ?,False
weather,will it snow in haigler bosnia and herzegovina,False
weather,show me the forecast for anatone louisiana on november 7th,False
weather,will it feel nicer in finland or new mexico today,False
restaurant,book me a reservation for the brazen head in hecker,False
weather,what is the weather forecast in va,False
restaurant,need a jewish in maine to book a restaurant,False
restaurant,book james d conrey house for madeleine keisha and clara alvarez far from your colleagues college,False
weather,check the weather forecast in seven weeks for emida,False
weather,what is the freezing forecast for british virgin islands,False
weather,what is the weather forecast nearby sc,False
restaurant,i want to make a reservation at the conflict kitchen for one,False
restaurant,book a restaurant in lake fenton for four,False
weather,what is the weather going to be like this evening in arkansas,False
weather,is it going to get hotter in my current position,False
restaurant,book a pub for two on jan first 2037,False
weather,what will the weather be for hooksett,False
weather,what will the weather be in grand coteau ut at six pm ?,False
restaurant,i need a highly rated oyster bar in ar in a month for jeanne collins amy and i,False
weather,how will the weather be in kentucky this week ?,False
restaurant,find a reservation for 3 people,False
weather,what s the weather in ri ?,False
restaurant,i want to book the best steakhouse with south american cuisines in alaska,False
weather,is there snowstorm in la ?,False
restaurant,please reserve a table at the food truck in wheeler for december 4th 2019,False
weather,will there be snowfall faraway from robinson forest,False
restaurant,book a spot for ten at a restaurant with a spa in us minor outlying islands,False
restaurant,book me a bar where i can get a bear claw in as,False
restaurant,i want a table for eight at gu,False
weather,what is the weather in mascotte,False
restaurant,book a reservation for 8 at a restaurant that serves chicken fried bacon in aruba,False
weather,what will the humidity be in beroun on aug 26,False
restaurant,book a restaurant for three people in jenkins,False
restaurant,i need a reservation for next week with a party of six,False
weather,what will the weather be like at 3 am in trinidad and tobago,False
weather,will it be warmer at 15 o clock in deepwater bonaire,False
weather,what is the southern shops forecast for warm temps,False
restaurant,i need a table for 1 minute from now at any pub for five around in that also serves fisnn chips,False
weather,will there be a snowstorm in slick or four hours from now ?,False
weather,at my current spot is it going to be hotter on nov the eighth,False
weather,what s the weather going to be like in fort point san francisco tomorrow ?,False
weather,is it warm in sierra blanca now,False
restaurant,book a spot for nine near togo,False
restaurant,book a spot for 3 at a bar in antarctica,False
weather,will it be cloudy by five pm in gobler jersey,False
restaurant,book a table at a pool bar,False
restaurant,make me a reservation at a bar for a party of 7 in indonesian,False
weather,what weather is predicted for loyalhanna ?,False
restaurant,book a spot for nine in lavalette guam,False
weather,weather for ma in the morning,False
restaurant,book a table at a restaurant within the same area as the octagon christchurch in allentown,False
weather,what is the humidity in serbia,False
restaurant,book pm park clear lake iowa at 5 am for 6 people,False
weather,is there going to be a depression in my current location on nov the ninth,False
restaurant,book a stracciatella provider coffeehouse for 10,False
restaurant,book a restaurant for four in trinidad and tobago,False
weather,what is the weather not far from current position,False
restaurant,book a table for kirsten price audra and i faraway from our location at an outdoor taverna,False
weather,will it be windy at 4 pm in ny ?,False
weather,what is the weather like in hurstville ?,False
weather,what is the pw forecast for jul 9 in robert,False
weather,what will the weather be like in 16 weeks at the ivory coast,False
weather,will there be a snowfall here in the neighboring areas?,False
weather,what is the forecast for my current place at 23 o clock,False
weather,what is the weather in arkansas the city of morrison,False
restaurant,i need to book a table at a bar in micronesia for tia madeline and estela,False
weather,what is the weather forecast for strong city,False
weather,what s the weather forecast for oman 2 months from now ?,False
restaurant,party for 2 in cleveland,False
restaurant,book reservations at a restaurant in ne for 4 people on apr 2 2021,False
weather,she me the forecast for clayton lake state park on oct 17th,False
restaurant,book me a reservation for a mediterranean restaurant on confederate memorial day nearby ocean grove,False
weather,show cloud forcast in 1 hour in ia,False
restaurant,book a spot for 8 in a cafeteria with german chocolate cake in ecru new mexico,False
weather,is it getting colder in leonard harrison state park,False
restaurant,at ten am i want to reserve a spot for 9 people to eat in monaco,False
restaurant,book a reservation for a parry of eight for a restaurant in birch river mo,False
restaurant,i need to book a tropézienne restaurant six hours from now,False
restaurant,make a table reservation at the top-rated brasserie in cotton center,False
restaurant,book a delicatessen that is indoor for 3,False
weather,will a blizzard hit torrey pines state natural reserve on jun sixteenth ?,False
restaurant,i need a table for 2 on feb 18 at main deli steak house,False
restaurant,book reservations at a nearby restaurant in montenegro for four people,False
restaurant,find a reservation at boone tavern for 4 people in 10 24,False
weather,is there a snowstorm in the forecast for el cenizo,False
weather,what s the weather in hi,False
weather,tell me the weather forecast for here,False
restaurant,i need a reservation for a restaurant now with a party of 9 in hilt,False
restaurant,book a restaurant in gate city for 5 people,False
weather,let me get the forecast in allardt canada,False
weather,what s the weather in paulette yemen,False
restaurant,i want to book a restaurant for supper in kellerton for 2,False
restaurant,book this week for their step sisters workplace close,False
restaurant,id like reservations for two at a pizzeria 22 weeks from now,False
weather,is the weather going to be colder in gu in 11 years,False
weather,show the forecast nearby in twenty two minutes in french polynesia,False
restaurant,book a theme restaurant in cameroon for 6 people,False
weather,what will the weather be like in the falkland islands starting may 25 2022,False
restaurant,book me a reestaurant that is close in the country of cocos islands,False
restaurant,reservea table for five people on september second in gabon,False
weather,what s the weather in niagara,False
restaurant,i need a table at somewhere within walking distance of nv on november the 24th 2027,False
restaurant,book a tavern on lincolns birthday lincolns day,False
weather,will there be fog not far from mexico on apr 27,False
weather,can you tell me the weather forecast for six am in grenada,False
weather,is it going to be warmer 165 days from now at nairobi national park,False
weather,tell me if it ll be freezing 333 days from now in caplinger mills florida,False
weather,what will the weather be like 1 minute from now within the same area of my current location,False
weather,is it going to be windy faraway from the valley of fire,False
weather,will there be sun in the manassas national battlefield park ?,False
weather,is it going to get any hotter in kerrick ?,False
restaurant,i need a fast food restaurant that will seat two in a smoking room,False
restaurant,book a popular restaurant for two which is distant from avalon,False
weather,will it be warm in kipp rhode island one hour and 9 seconds from now ?,False
weather,what is the mississippi for the week,False
weather,will it be colder in cut ma tomorrow,False
restaurant,get me a reservation for 1 somewhere in spade at seventeen oclock,False
restaurant,i want to book the clarke cooke house in uzbekistan,False
restaurant,i need a reservation for four at a restaurant in 1 hour and 1 second,False
weather,how hot will be there in kanwar lake bird sanctuary tomorrow ?,False
restaurant,i need a reservation for five at a top-rated english restaurant in elma,False
restaurant,book a restaurant for monique stewart arlene and jami,False
weather,is there any fog warning in dauset trails nature center now,False
restaurant,book a table for ten people in eucalyptus hills,False
weather,ho warm is it in arcola ?,False
restaurant,book a table in glennie for 1 in the northern mariana islands,False
restaurant,book a restaurant in french southern territories on dec the fifth 2026 for two,False
weather,what is the predicted weather for wells in indiana ?,False
restaurant,please book me a table for three at an american gastropub,False
restaurant,find me a table at a javanese brasserie,False
weather,show weather forcast for february the 8th on current spot in neighboring,False
weather,will it be hot in saint jo alaska,False
weather,what is the weather forecast close to puerto rico,False
restaurant,book a table for nine people next mar,False
restaurant,book a restaurant for a party of 7 in paraguay on saturday,False
restaurant,i need a reservation for eight at the original soup man in northern mariana islands,False
weather,is it warm in fernandina beach slovakia,False
restaurant,make me a reservation for a party of 2,False
restaurant,i would like to book a restaurant in singapore for nine in 19 hours and 1 second,False
restaurant,i need a reservation in steele city,False
restaurant,book rosalie stewart and evelyn at a restaurant,False
restaurant,i need reservations for a party of 8 within the same area at 01 48 35 at a restaurant in armenia that serves tuscan cuisine,False
restaurant,book me a table for one at blue ribbon barbecue,False
restaurant,i would like to book at clinton street baking company & restaurant in brookneal,False
weather,will it be warm in the current place next spring,False
weather,what s the weather here on 2 7 2021,False
restaurant,reserve a table at bear hotel around finsbury park,False
weather,will it snow on apr eighteenth 2029 in myanmar ?,False
restaurant,need a table at a highly rated south tyrolean joint,False
restaurant,book the boon brick store for nine people,False
weather,what is the weather forecast for theodore roosevelt inaugural national historic site,False
restaurant,id like a table at the san francisco brewing company in puerto rico at noon,False
weather,will it be stormy in saint pierre and miquelon in the city of wenham,False
weather,what will the weather by close by the current position at 02 02 30 ?,False
restaurant,book the tea house on north river,False
weather,what is the forcast now in kansas,False
restaurant,book a table for seven people at a restaurant which has internet,False
weather,will there be a storm nearby,False
restaurant,pizzeria restaurant in kellnersville hi that is outdoor for ten,False
weather,is it cloudy in cuba ?,False
restaurant,find me a table for four somewhere,False
restaurant,book a spot at a restaurant faraway from 138th st,False
restaurant,book a restaurant for a meal for 4 people,False
restaurant,book a reservation for louisiana fried chicken this winter in taiwan,False
restaurant,id like a table for 3 at a tavern in the vatican,False
restaurant,reserve a table for two at the restaurant at 9 pm,False
weather,will it hail in 1 minute in toms river,False
restaurant,book a table for 1 at ringside steakhouse in hurricane,False
weather,tell me when it will be chilly in chicken united kingdom,False
restaurant,book a restaurant for 2 in cross timbers district of columbia,False
restaurant,book a brasserie for 3,False
weather,what does it feel like in connecticut,False
weather,what s the weather here in 52 and a half weeks,False
restaurant,book me a reservation at an oyster bar that serves crab cake for two people,False
weather,will there be a storm faraway from chapman ranch ?,False
weather,tell me the current forecast for switzerland,False
weather,what s the weather far from jarbidge,False
weather,what is the forecast in the same area as fiji,False
restaurant,book a table for two at a restaurant faraway from office in california,False
restaurant,book tartine in mississippi for 5,False
restaurant,id like to eat at the firehouse restaurant,False
weather,will it be warm in hematite ?,False
weather,what will it be like feb the twentieth in colorado,False
restaurant,book a restaurant in medford lakes on sep 8 2033 for essie tonya and i,False
weather,weather here at two pm,False
restaurant,book reservations for five at eleven madison park today within walking distance from flaxton,False
restaurant,book a breakfast in a restaurant for eight,False
weather,what is the forecast next year in mcgee,False
weather,what is the forecast for chandler,False
restaurant,book an osteria in north salt lake for three,False
weather,what s the forecast for maltio strict nature reserve ?,False
restaurant,book a restaurant for august fourth not far from the marshall islands,False
restaurant,book a spot for vicki and i at a restaurant in puerto rico,False
weather,what is the current spot forecast for far areas and warmer temps,False
restaurant,need a table for nine in east prairie la,False
restaurant,my brother in law and i would like to go to guinea-bissau for food,False
restaurant,can you get me seating for 5 at a highly rated restaurant in wisconsin,False
restaurant,book reservations at a restaurant in olton around supper time,False
weather,show weather forcast for t hstone memorial st joseph peninsula state park on one hour from now,False
restaurant,book me a reservation at a burger joint close-by choate on july 16th 2022,False
restaurant,book reservations not far from our neighborhood for a party of 2,False
weather,will it be sunny in corcovado indonesia ?,False
weather,will it be chilly around oregonia in 9 months,False
weather,what weather will it be in battlement mesa ?,False
weather,will it be warm in jenners panama on august the sixteenth ?,False
restaurant,make a reservation for 9 at a brasserie with parking,False
restaurant,can you place a reservation for me at ariston cafe,False
weather,will it colder here on 11 18 2018,False
restaurant,i want to take christy louise and alexandra to eat at 17 38 04 anywhere in ne,False
restaurant,book the space aliens grill & bar in hord wy for feb the twenty-seventh,False
weather,i need the weather in hubbardston will it be chillier ?,False
restaurant,book a brasserie that serves mezzes in iowa,False
weather,will it be warmer in ct,False
weather,what is the weather of new jersey palisades at three hundred three days from now,False
weather,what s the forecast for tonight far from east carpathian biosphere reserve ?,False
restaurant,book a table for five at a restaurant with the best rating,False
weather,when will the weather be temperate like it is now in stansbury park in tuvalu,False
restaurant,i want to eat at a food truck this week with my colleague and i,False
weather,what s the snowfall at noon in in,False
restaurant,im looking to get reservations for me jillian and louella at a restaurant that is faraway from tx,False
weather,what is the weather prediction for acworth north korea in six years,False
weather,what is the forecast in north carolina,False
restaurant,book in ri for one in wabuska,False
restaurant,book a spot at savoy hotel and grill that is neighboring wisconsin,False
weather,tell me if there will be hail at tea time in nordland,False
restaurant,book north indian osteria at 12 am,False
weather,what s the weather at eleven pm in craig mountain wildlife management area,False
weather,what will the weather be in cummings mississippi in eleven years,False
weather,is it supposed to be sunny here ?,False
restaurant,i want to find a restaurant that has a table for two at 5 am,False
restaurant,book a reservation for seven people at a highly rated restaurant that serves moroccan food in east greenville,False
weather,what will the weathr be in akin jamaica ?,False
restaurant,make me a reservation at a fast food restaurant for elba and corina at a restaurant with parking,False
restaurant,i need to book a restaurant that serves sundanese in bonaire for 7,False
weather,is it going to get windy today in tunisia ?,False
weather,what is the bahamas forecast for stormy weather at 07 43 21,False
weather,what s the forecast for il around tea time?,False
restaurant,book a bar in san marino for five,False
restaurant,book a spot for six in greece,False
restaurant,id like a table for my teenager and i at the washington dc jewish community center,False
restaurant,book a table for doris and i in new tulsa,False
weather,what is the forecast for farmerville in cape verde,False
weather,what is the weather forecast for maryland,False
weather,can you tell me the weather conditions for patricia,False
restaurant,please book a restaurant room which serves hangtown fry dish in jagual,False
weather,will there be snowfall in zero pm in estonia,False
restaurant,can you find me reservations for this morning at a restaurant that serves stracciatella ?,False
weather,tell me when it will be warmer in woods hole oklahoma,False
restaurant,book a table for 1 at a restaurant,False
restaurant,book a spot at colony,False
weather,will it get hotter in zenith ct ?,False
restaurant,reserve a table at a restaurant with wifi in france,False
weather,is maalaea has chillier weather,False
restaurant,i want to book a table for a party of 4 at a taverna next spring,False
restaurant,book a restaurant within the same area of ely for 10 people,False
restaurant,i need a table for 4 in pelland,False
weather,will it be cloudy in guadeloupe next year,False
weather,what is the weather forecast for new mexico,False
weather,what is the forecast for swain,False
weather,is there a depression in solromar on december 7 2033,False
restaurant,book a reservation for a restaurant in stonewood gu,False
restaurant,i need to find a restaurant in pw,False
restaurant,book a table for 2 at a fm restaurant serving grits for the next meal,False
weather,please give me the forecast for branton,False
restaurant,i want to book a restaurant neighboring livonia av,False
weather,will it be chillier in uruguay in 213 days ?,False
restaurant,i want to book a restaurant for eight in harding,False
restaurant,i need a reservation for orthodox good friday,False
weather,will it be chilly in liberty city bhutan ?,False
weather,is the forecast stormy this afternoon in maryland ?,False
weather,is there fog in new york,False
weather,what is the predicted weather for my current spot next month ?,False
restaurant,find me a table at a delicatessen in urbanette that serves rabbit pie,False
weather,will it be overcast in south dakota,False
weather,is it warm in fernley ?,False
restaurant,find a table for two in a place not far in culdesac,False
restaurant,book a reservation for my great grandfather and i at a macaroni pub in ct,False
restaurant,id like to book 4 seats at a restaurant,False
restaurant,i need a reservation for four at a restaurant,False
restaurant,book a highly rated gastropub that has a pastelaria in blue anchor md in 55 weeks for my brother in law and i,False
restaurant,i need to book a table for 7 in estonia,False
weather,what will the weather be like not far from alabama on may 9 2037 ?,False
weather,is it rainy at the edward l ryerson conservation area ?,False
restaurant,id like to get a restaurant booked on mar fourteenth in md,False
restaurant,id like to eat at the best restaurant,False
weather,will it be sunny in spain on 3 26 2023 ?,False
restaurant,book a spot for three at a bakery in grand portage,False
weather,what is the weather forecast for maryland,False
restaurant,book a table for 10 people at dunbrody country house hotel in strandburg,False
restaurant,reserve a table for teresa and elnora at a fast food joint which serves fish and chips,False
weather,please tell me the forecast for here,False
restaurant,book at the halal guys on oct 17,False
weather,what is the weather forecast in canfield at 22 23 22,False
restaurant,i need a reservation for a joint in az for 3,False
restaurant,find a table for madge and tami at a faraway joint on sterling st that serves chicken divan,False
restaurant,book a restaurant in the maldives in one second,False
weather,what is the weather forecast one minute from now in macao,False
weather,will there be a blizzard in saudi arabia around 2 o clock,False
weather,what will the weather be in lamar ?,False
weather,will it be windy at two pm in france ?,False
weather,what is the weather forecast in the country of chile fifteen hours from now,False
weather,what s the weather in la pine,False
restaurant,book a highly rated northeast indian brasserie in kenova for nannie and i at 14 41,False
restaurant,i need a reservation for four minutes from now for 3 people in the falkland islands,False
restaurant,me and deanna want to book a restaurant in malawi,False
restaurant,book a restaurant in mcmurray on august seventeenth for marjorie vasquez edith and martina,False
restaurant,book me a table for me and my nephew near my location at an indoor pub,False
weather,will it be colder in vermont ?,False
restaurant,book a spot for 2 at a restaurant in mayotte at 06 13 am,False
weather,weather for apr the thirteenth in djibouti,False
restaurant,get me a table at eighth step coffee house in germania for 7,False
weather,will it be hot in dongola cameroon,False
weather,is it overcast in brazil in within walking distance,False
restaurant,book a restaurant with a pool far from robbies hostel for me chandra and noelle at nine pm,False
restaurant,book me a bar that has chicken fried bacon in vermont,False
restaurant,reserve a table in top of the mark lambertville vermont,False
weather,what will the weather be like in three weeks in gates michigan,False
restaurant,book reservation for 2 people tomorrow in whitewater,False
restaurant,renee sanders marlene and jewel want to go to a gastropub in the spa,False
restaurant,book me a restaurant where i can get a burrito,False
restaurant,book a restaurant for me angela and mercedes in cimarron city colorado,False
weather,tell me the weather forecast for my current spot on dec fourth 2021,False
restaurant,book a restaurant for one in al,False
weather,what s the forecast for walker bay nature reserve for next year ?,False
restaurant,make dinner reservation for 3 people on june 23rd 2040 in blodgett,False
restaurant,book the nearby meriton grand hotel tallinn in missouri,False
weather,what s the forecast for lake ilo national wildlife refuge,False
restaurant,book helianthushof in hurffville nj,False
restaurant,i would like to book a restaurant in lebanon,False
weather,when it comes to dukes and the district of columbia what will the weather be in one hour,False
restaurant,find a coffeehouse in illinois for three,False
restaurant,book a osteria with smoking room in creola,False
weather,what is the eugene t mahoney state park forecast for 2 days from now,False
weather,will there be sun ten minutes from now in uintah,False
restaurant,book a reservation for a party of six in the same area as metropolitan borough of bethnal green,False
restaurant,im hoping to find a table for six at a pub on jul 19 2029,False
weather,what is the weather in neighboring oh,False
restaurant,book a table at top pot doughnuts in 16 hours for 5,False
restaurant,book a reservation for thomas hynes house on jan the third in netherlands,False
restaurant,i want to book the commons restaurant for five on dec the eighth,False
restaurant,make me a reservation in ne at a distant resturant that is a pizzeria,False
restaurant,book john pearson soda works restaurant on 7 27 2036,False
weather,is there a blizzard coming to el verano,False
restaurant,book the crown at whitebrook in the solomon islands for dec the twenty-third 2029,False
restaurant,book a table for 2 at a restaurant in follett,False
weather,can you get the weather forecast for new baden,False
weather,in hawaii will it be warmer at 3 am,False
weather,tell me the weather forecast for my current spot,False
weather,will it be stormy not far from id on 10 2 2021,False
weather,will it be nice now in norway,False
restaurant,at two am i need reservations for my friends and i at irma hotel,False
restaurant,book a restaurant in indiana for me violet and dianne,False
restaurant,restaurant in zimbabwe that is brasserie and has parking,False
restaurant,i need a reservation for ten at a tavern in west virginia,False
weather,will it be hotter in md on apr 10th ?,False
weather,is it going to be hot on oct the 8th 2020 in the neighboring greenland area,False
weather,what s the weather forecast for walsenburg vermont for july 13th ?,False
weather,what s the weather in organ pipe cactus national monument,False
weather,will there be wind in loyola ?,False
restaurant,id like to eat at the original spanish kitchen in north carolina,False
weather,is it going to be colder in queen anne on mon ?,False
weather,what s the weather like today in plankinton ?,False
weather,tell me the weather for next week at cathedral state park,False
restaurant,book a spot for me and my sister at a restaurant that has clafoutis,False
weather,will there be a storm in palm city wv ?,False
weather,weather for south williamsport,False
weather,will it be freezing one second from now in aragon pakistan,False
restaurant,book in west palm beach for glenda lois and tamra at a nearby restaurant serving puglia,False
restaurant,find me a table for a cafe during my guinea trip for one,False
restaurant,book a reservation for one at an italian taverna for two pm in hutchings north dakota,False
restaurant,find a reservation at berowra waters inn in australia in 2 years,False
restaurant,find an oasis drive-in close-by beach 105th st,False
weather,what is the british virgin islands forecast for next november,False
weather,will it get chillier in las lomas british virgin islands on nov the 21st ?,False
weather,what is the forecast in mer rouge and palestine,False
weather,will there be snowfall in kitlope heritage conservancy,False
weather,will it be colder 1 minute from now in jersey,False
weather,how will the weather be this month in or,False
restaurant,book a pub with fisnn chips in timberville,False
restaurant,take me a top-rated restaurant for nine close to westfield delaware,False
restaurant,book a spot for one at a food court in riddlesburg,False
weather,shoe me the forecast for bonaire this fall,False
restaurant,book a best restaurant in wrigley,False
weather,what is the weather not far from upper klamath national wildlife refuge ?,False
weather,what is the forecast for this fall in lesotho,False
weather,how much fog is there in hahnville ?,False
restaurant,book a table for six at the cherry street tavern for january sixteenth 2024,False
weather,tell me the forecast for rogers city ms,False
restaurant,book a spot for 3 at supper time in il,False
restaurant,book a brasserie with internet fascility for 5 in a year in oklahoma,False
weather,will the weather be stormy in aurora ?,False
weather,is it going to be nice at 6 am at chippewa lake,False
restaurant,get me a reservation for two at a restaurant which serves burger,False
weather,what s it like in bahrain right now ?,False
weather,what is mo forecast for hotter temps in kalkaska,False
weather,tell me if it will hail in kyrgyzstan,False
restaurant,book in one hour within walking distance of a restaurant downtown,False
restaurant,book a table for ten people at a restaurant which serves snack,False
weather,what will the weather be like in 15 and a half weeks in china,False
restaurant,i want to make a reservation at a sushi restaurant,False
restaurant,book a table at an indoor restaurant now,False
restaurant,book reservation at a restaurant in south mills mt for one at 07 07,False
weather,what s the weather forecast for 8 hours from now in cape verde ?,False
weather,what s the weather forecast in humphrey ?,False
weather,weather in selinsgrove,False
restaurant,i need a reservation for 4 in illinois,False
weather,will it be freezing 5 seconds from now in patmos,False
weather,is it cold ever in farristown tanzania,False
restaurant,on jun the sixteenth 2032 id like to go to dillard house in putnam hall,False
restaurant,i need to book a restaurant at four oclock for 4,False
restaurant,my party of 3 would really like to eat baba au rhum at a brasserie could you help?,False
weather,is it chillier in mint hill fm,False
weather,how cold is it in my current position ?,False
restaurant,book a spot for 10 at shopsins in denmark on st patricks day,False
restaurant,i want to book a reservation within the same area of amelia court house for 4,False
