Intent,Sentence,Outlier
weather,will it be getting colder in sahuarita ?,False
weather,what s the weather forecast for here in august ?,False
weather,is it going to get chillier at 5 am in trussville bosnia and herzegovina ?,False
music,play them by guy-manuel de homem-christo,False
weather,what is the weather forecast for yoakum sc ?,False
music,play some music using slacker,False
weather,what is the johnson creek forecast for chilly weather,False
weather,weather within the same area as qatar at four,False
weather,what is the weather forecast in va,False
weather,can you tell me the weather forecast for three o clock in de,False
music,play the best songs of 2016,False
music,play some techno,False
weather,check the weather forecast in seven weeks for emida,False
music,play sunshine reggae on youtube,False
weather,what is the freezing forecast for british virgin islands,False
music,play dhafer youssef top-twenty on netflix,False
weather,what is the weather forecast nearby sc,False
weather,weather in radnor township wv,False
music,play a tune from 1962,False
weather,what is the weather going to be like this evening in arkansas,False
weather,is it going to get hotter in my current position,False
weather,weather for oct 16 in mo,False
weather,what will the weather be for hooksett,False
music,play a 2001 sound track on deezer,False
weather,what s the weather going to be like around lewis and clark trail sixteen hours from now ?,False
weather,how will the weather be in kentucky this week ?,False
weather,what s the weather in ri ?,False
music,play music from 1950,False
music,play music on netflix,False
music,play some ray williams music from the nineties on spotify,False
music,play top-twenty fourties movement music by mohammad reza lotfi,False
music,play me a nineties song by joseph genaro,False
weather,will there be snowfall faraway from robinson forest,False
music,play music by odd nosdam,False
music,play music off itunes,False
weather,what is the weather in mascotte,False
weather,what will the humidity be in beroun on aug 26,False
music,play something from the twenties on lastfm,False
music,play some songs from 1958,False
weather,what will the weather be like at 3 am in trinidad and tobago,False
weather,what s the weather going to be one hour from now in taiwan,False
music,play the newest released song from 1951,False
weather,what is the southern shops forecast for warm temps,False
music,plan an album by roni duani,False
music,i want to hear music by madeleine peyroux from 1991 on youtube,False
music,play zvooq,False
weather,will there be a snowstorm in slick or four hours from now ?,False
weather,at my current spot is it going to be hotter on nov the eighth,False
music,play me a song by kevin cadogan,False
weather,is it going to be colder in botswana by 09 30,False
music,play some chanson music,False
weather,what is the weather of pine city,False
weather,will it be cloudy by five pm in gobler jersey,False
music,play a song from 1990 on netflix,False
music,i want to listen to lastfm play a drop of the hard stuff by joi chua,False
music,play the artist tei last concert on netflix,False
weather,weather for ma in the morning,False
weather,what is the humidity in serbia,False
weather,is there going to be a depression in my current location on nov the ninth,False
