Intent,Sentence,Outlier
weather,is agnew united states has chilly weather,False
movie,what films are at kerasotes theatres,False
movie,when is harassed being played at plitt theatres ?,False
weather,what s the weather forecast for my current position ?,False
movie,what movie house is playing the animated movies nearest ?,False
weather,tell me the weather forecast for croatia now,False
movie,find careless love,False
weather,is it going to get chillier at 5 am in trussville bosnia and herzegovina ?,False
movie,what is the movie schedule for train,False
weather,what is the weather forecast for yoakum sc ?,False
movie,what films are showing at national amusements,False
weather,will it snow in haigler bosnia and herzegovina,False
weather,show me the forecast for anatone louisiana on november 7th,False
movie,please check the movie schedule,False
weather,will it feel nicer in finland or new mexico today,False
movie,what time is the closet cinema playing movies the closest,False
movie,what time is the graduates of malibu high playing at cobb theatres,False
weather,what is the johnson creek forecast for chilly weather,False
weather,weather within the same area as qatar at four,False
weather,what is the weather forecast in va,False
movie,what time is hold that blonde playing at the closest cinema ?,False
movie,show me the movie schedule for the cooper foundation,False
movie,what is the movie schedule at the fox theatres,False
movie,find lost in space,False
movie,what are the movies movie times nearby,False
weather,can you tell me the weather forecast for three o clock in de,False
weather,check the weather forecast in seven weeks for emida,False
weather,what is the freezing forecast for british virgin islands,False
movie,find the movie schedule for movies close by,False
weather,what is the weather forecast nearby sc,False
weather,what do the cloud indicate in east aurora,False
weather,is it going to get hotter in my current position,False
weather,weather for oct 16 in mo,False
weather,forecast for laguna heights barbados,False
weather,what will the weather be in grand coteau ut at six pm ?,False
movie,where is wild america showing at zero p m,False
weather,what s the weather going to be like around lewis and clark trail sixteen hours from now ?,False
weather,how will the weather be in kentucky this week ?,False
weather,what s the weather in ri ?,False
weather,is there snowstorm in la ?,False
weather,give me the weather forecast in zimbabwe,False
movie,what are movie times for movies playing in the neighborhood ?,False
weather,what will the humidity be in beroun on aug 26,False
movie,find santikos theatres showing animated movies,False
movie,can you give me the movie times,False
movie,find the schedule for movies at plitt theatres,False
weather,what is the southern shops forecast for warm temps,False
movie,what are the movie schedule now,False
weather,i d like to see weather conditions for ennis,False
weather,will there be a snowstorm in slick or four hours from now ?,False
weather,at my current spot is it going to be hotter on nov the eighth,False
weather,what s the weather going to be like in fort point san francisco tomorrow ?,False
weather,is it warm in sierra blanca now,False
movie,give me the movie schedule for films in the area,False
movie,find the movie schedule for fox theatres at supper time,False
movie,find a cinema for the tenderfoot nearest me,False
weather,is it going to be colder in botswana by 09 30,False
weather,what is the forecast for the current spot for cloudy conditions,False
weather,what is the weather of pine city,False
movie,what films are showing in the neighbourhood,False
weather,what weather is predicted for loyalhanna ?,False
movie,what theaters are showing a lonely place to die – todesfalle highlands starting at 14 40,False
weather,weather for ma in the morning,False
movie,where is nichiren to mōko daishūrai playing,False
movie,is jack the ripper playing in one hour at the nearest movie house ?,False
weather,what is the humidity in serbia,False
weather,is there going to be a depression in my current location on nov the ninth,False
weather,show me weather forecast in clontarf ky from 4 hours from now,False
weather,what is the weather not far from current position,False
weather,will it be windy at 4 pm in ny ?,False
weather,what is the pw forecast for jul 9 in robert,False
weather,what will the weather be like in 16 weeks at the ivory coast,False
weather,will there be a snowfall here in the neighboring areas?,False
weather,what is the forecast for my current place at 23 o clock,False
weather,what is the weather in arkansas the city of morrison,False
movie,find me showtimes for animated movies in the neighbourhood,False
weather,what s the weather forecast for oman 2 months from now ?,False
movie,is ce cher intrus at imax corporation,False
weather,what is the forecast for petersville oh,False
movie,what movie schedules start at sunset ?,False
weather,show cloud forcast in 1 hour in ia,False
movie,movie times at warren theatres,False
movie,what films are playing at the nearest movie house,False
movie,what time is the corner playing,False
