test_acc,test_auc,test_loss
0.32748538011695905,0.5486814608884489,"tensor(2.5329, device='cuda:0')"
0.4269005847953216,0.38059785317635825,"tensor(2.0717, device='cuda:0')"
0.672514619883041,0.2771049940444014,"tensor(1.7054, device='cuda:0')"
0.7426900584795322,0.26500658743029376,"tensor(1.4589, device='cuda:0')"
0.8596491228070176,0.3942161659985632,"tensor(1.2067, device='cuda:0')"
0.8596491228070176,0.45856471243468144,"tensor(1.1307, device='cuda:0')"
0.8713450292397661,0.5808592442825083,"tensor(1.0360, device='cuda:0')"
0.8830409356725146,0.6538018716258434,"tensor(1.0381, device='cuda:0')"
0.8888888888888888,0.7429802330288842,"tensor(0.8419, device='cuda:0')"
0.9005847953216374,0.7452899288370318,"tensor(0.8272, device='cuda:0')"
0.9064327485380117,0.7994180128191628,"tensor(0.8211, device='cuda:0')"
0.9122807017543859,0.8170273957536232,"tensor(0.7581, device='cuda:0')"
0.9181286549707602,0.8240559381647395,"tensor(0.7998, device='cuda:0')"
0.9181286549707602,0.8100199143985081,"tensor(0.7769, device='cuda:0')"
0.9181286549707602,0.7979074670803994,"tensor(0.7905, device='cuda:0')"
0.9239766081871345,0.8160234854175588,"tensor(0.7572, device='cuda:0')"
0.9239766081871345,0.8495632170997054,"tensor(0.7628, device='cuda:0')"
0.9298245614035088,0.8143865733427874,"tensor(0.6844, device='cuda:0')"
0.9415204678362573,0.836567375488207,"tensor(0.7097, device='cuda:0')"
0.9473684210526315,0.8255173414394998,"tensor(0.7688, device='cuda:0')"
0.9415204678362573,0.816579263284261,"tensor(0.6917, device='cuda:0')"
0.9473684210526315,0.8300794001811249,"tensor(0.7366, device='cuda:0')"
0.9473684210526315,0.8408053279791449,"tensor(0.6907, device='cuda:0')"
0.9473684210526315,0.8323820756372726,"tensor(0.6623, device='cuda:0')"
0.9473684210526315,0.8237669336740544,"tensor(0.6759, device='cuda:0')"
0.9473684210526315,0.8126642469853439,"tensor(0.7457, device='cuda:0')"
0.9473684210526315,0.844756616096731,"tensor(0.6627, device='cuda:0')"
0.9473684210526315,0.8084005532037376,"tensor(0.6815, device='cuda:0')"
0.9473684210526315,0.8168577372469457,"tensor(0.6483, device='cuda:0')"
