test_acc,test_auc,test_loss
0.44140625,0.5104659372703895,"tensor(2.6493, device='cuda:0')"
0.68359375,0.5459436420830273,"tensor(1.8244, device='cuda:0')"
0.896484375,0.7374216453894196,"tensor(1.3068, device='cuda:0')"
0.921875,0.7753827321362969,"tensor(1.2402, device='cuda:0')"
0.943359375,0.7613915549228507,"tensor(1.1952, device='cuda:0')"
0.94921875,0.8228439566495224,"tensor(1.1313, device='cuda:0')"
0.94921875,0.8298420566219692,"tensor(1.1253, device='cuda:0')"
0.951171875,0.8217195823383543,"tensor(1.1274, device='cuda:0')"
0.953125,0.828510315255327,"tensor(1.1415, device='cuda:0')"
0.953125,0.8456256314290962,"tensor(1.1251, device='cuda:0')"
0.951171875,0.8346717716752388,"tensor(1.1169, device='cuda:0')"
0.951171875,0.8376889982090374,"tensor(1.1246, device='cuda:0')"
0.951171875,0.8394074898971344,"tensor(1.0643, device='cuda:0')"
0.951171875,0.8343474467303453,"tensor(1.0883, device='cuda:0')"
0.951171875,0.8306112520664952,"tensor(1.1171, device='cuda:0')"
0.953125,0.8399305715007347,"tensor(1.0510, device='cuda:0')"
0.955078125,0.8123823245775165,"tensor(1.0710, device='cuda:0')"
0.953125,0.8276772593681117,"tensor(1.0652, device='cuda:0')"
0.951171875,0.8603192735121233,"tensor(1.0534, device='cuda:0')"
0.951171875,0.846398414538942,"tensor(1.0633, device='cuda:0')"
0.951171875,0.8318633472630419,"tensor(1.0676, device='cuda:0')"
0.953125,0.8378447028839089,"tensor(1.0532, device='cuda:0')"
0.953125,0.8402032340650256,"tensor(1.0584, device='cuda:0')"
0.951171875,0.8495634528839089,"tensor(1.0924, device='cuda:0')"
0.953125,0.8473448406502572,"tensor(1.0322, device='cuda:0')"
