test_acc,test_auc,test_loss
0.29133858267716534,0.384015193317743,"tensor(3.0915, device='cuda:0')"
0.7769028871391076,0.5263167882657604,"tensor(2.0443, device='cuda:0')"
0.8923884514435696,0.787737322601082,"tensor(1.4549, device='cuda:0')"
0.910761154855643,0.7461819636282951,"tensor(1.4408, device='cuda:0')"
0.9501312335958005,0.7958536606728386,"tensor(1.3062, device='cuda:0')"
0.9553805774278216,0.8235003021730182,"tensor(1.2122, device='cuda:0')"
0.9553805774278216,0.8331092581725392,"tensor(1.2083, device='cuda:0')"
0.9553805774278216,0.8210252569930426,"tensor(1.1452, device='cuda:0')"
0.963254593175853,0.8309984263646688,"tensor(1.1611, device='cuda:0')"
0.968503937007874,0.8312991396097735,"tensor(1.1968, device='cuda:0')"
0.9658792650918635,0.840840216163191,"tensor(1.1421, device='cuda:0')"
0.9711286089238845,0.8417657122670568,"tensor(1.1466, device='cuda:0')"
0.9763779527559056,0.8622864716993801,"tensor(1.0826, device='cuda:0')"
0.979002624671916,0.8338800183347493,"tensor(1.0700, device='cuda:0')"
0.9763779527559056,0.8420182530020232,"tensor(1.0599, device='cuda:0')"
0.979002624671916,0.8628951970547619,"tensor(1.0684, device='cuda:0')"
0.973753280839895,0.8668402336804673,"tensor(1.0624, device='cuda:0')"
0.9763779527559056,0.8545095308581422,"tensor(1.0223, device='cuda:0')"
0.9763779527559056,0.8692838937402013,"tensor(1.0101, device='cuda:0')"
0.979002624671916,0.8790234994263092,"tensor(1.0211, device='cuda:0')"
0.979002624671916,0.8640126533126631,"tensor(1.0386, device='cuda:0')"
0.979002624671916,0.8871077224913071,"tensor(1.0118, device='cuda:0')"
0.979002624671916,0.8696692738213063,"tensor(1.0499, device='cuda:0')"
0.979002624671916,0.8892375313486259,"tensor(0.9980, device='cuda:0')"
0.9816272965879265,0.8766885924576446,"tensor(0.9999, device='cuda:0')"
0.9816272965879265,0.8698035729404792,"tensor(1.0309, device='cuda:0')"
0.9816272965879265,0.8788658439385845,"tensor(1.0224, device='cuda:0')"
0.9816272965879265,0.8591866436606437,"tensor(1.0187, device='cuda:0')"
0.9816272965879265,0.8629484787705206,"tensor(1.0413, device='cuda:0')"
0.9816272965879265,0.8758463034167447,"tensor(0.9901, device='cuda:0')"
0.9816272965879265,0.8660037837317054,"tensor(0.9920, device='cuda:0')"
0.9816272965879265,0.8784140441844102,"tensor(0.9929, device='cuda:0')"
0.979002624671916,0.871631938666176,"tensor(1.0022, device='cuda:0')"
0.979002624671916,0.8703955109059642,"tensor(0.9926, device='cuda:0')"
0.9816272965879265,0.8705517066206547,"tensor(0.9994, device='cuda:0')"
0.9816272965879265,0.8823342646685294,"tensor(1.0058, device='cuda:0')"
0.979002624671916,0.868264242275611,"tensor(0.9775, device='cuda:0')"
0.979002624671916,0.8719494393011773,"tensor(0.9938, device='cuda:0')"
0.979002624671916,0.8691109106356144,"tensor(0.9502, device='cuda:0')"
