outlier_score,prediciton,label
-1.5323664259254426,聊天,诗歌
-0.954788892909168,聊天,诗歌
-1.5735564563121276,聊天,诗歌
-0.9807019175400015,聊天,诗歌
-1.583089087233073,聊天,音乐
-1.1780586551013008,app,电话
-1.1943543447178477,app,视频
-1.1644982028546282,食谱,视频
-0.950901526932064,聊天,诗歌
-1.4376754281731985,聊天,诗歌
-1.448447827512942,节目,视频
-1.5288027987736839,节目,日程
-2.5253483665899683,聊天,诗歌
-1.5714484186423785,聊天,诗歌
-1.5097285486174081,聊天,视频
-1.3457521613116858,app,新闻
-1.1706480418779028,计算,视频
-1.458813927855662,app,电话
-0.9916323971727756,电影,视频
-2.5040071754356434,聊天,音乐
-0.9793963913228445,节目,视频
-1.504624891623942,聊天,音乐
-1.0415695035765904,抽奖,音乐
-1.7233352383106915,节目,视频
-1.0279735538254404,聊天,电话
-1.3397694405555582,app,诗歌
-1.4757500650205135,聊天,视频
-1.4512704936782528,聊天,诗歌
-1.5060605719671645,聊天,诗歌
-1.0110982990671054,电视频道,新闻
-1.8200396748818162,短信,视频
-0.9566911997781189,聊天,地图
-2.4934689444408944,聊天,地图
-1.6462369851003402,火车,地图
-1.3477931049913328,聊天,诗歌
-1.8002717895152045,火车,地图
-1.0216026011759127,电视频道,新闻
-2.4959751175843805,聊天,诗歌
-1.0264309546252022,电影,视频
-0.9664569448912891,聊天,地图
-0.9557594149912653,聊天,谜语
-1.260370221644751,app,视频
-1.784094358983769,比赛,新闻
-1.173271007004312,节目,新闻
-1.0454897446519724,公交,地图
-1.0506235962798336,联络,电话
-1.1024715040796234,电视频道,视频
-2.4314692259894506,聊天,音乐
-2.198804254212578,聊天,诗歌
-1.221618300165576,电视频道,视频
-1.1529626945384304,电台,电话
-0.992603802400662,电影,视频
-1.027209943100631,节目,日程
-1.6132492684633555,节目,视频
-1.7700669702156606,聊天,诗歌
-0.9566731061823693,聊天,诗歌
-0.9904841794181458,电影,视频
-0.9968941753026961,节目,视频
-1.4327050968030017,聊天,音乐
-1.1598497490028443,公交,地图
-1.8229962701249796,聊天,视频
-1.3038523759364065,app,电话
-2.0866767406706073,聊天,诗歌
-1.4805666945750753,app,电话
-1.2237926931055996,节目,视频
-0.9926038024006619,电影,视频
-0.9916323971727758,电影,视频
-1.3450872367084141,聊天,谜语
-2.389060836091235,聊天,诗歌
-1.0500684610154318,公交,地图
-0.9588404442744751,聊天,谜语
-1.4954165469891598,app,新闻
-1.0411259845982457,聊天,音乐
-1.0191929856856974,联络,电话
-1.3773603766767228,聊天,地图
-2.297311313291993,聊天,音乐
-1.0466873970485844,计算,视频
-1.6812617971211172,聊天,诗歌
-1.494463376788752,app,电话
-1.245666236921375,app,视频
-1.0228920687085292,app,电话
-1.3287897410865233,比赛,视频
-1.194963949797771,节目,视频
-1.2257074953914306,聊天,地图
-1.2740870384055558,健康,日程
-0.9950216107536052,电影,视频
-0.9887422668977264,聊天,视频
-1.4299518401376028,电视频道,新闻
-1.0358942967013995,聊天,视频
-1.539151939289465,节目,视频
-1.0018249296272943,计算,电话
-1.4304837764886282,电视频道,视频
-1.1434945803277397,聊天,谜语
-0.9704380056563453,电视频道,视频
-0.951958103842147,聊天,地图
-1.407722673343673,电视频道,新闻
-1.2044166951096293,公交,地图
-1.5082904187199413,聊天,音乐
-1.287727453843027,聊天,地图
-1.778393403938416,电视频道,视频
-1.8778841645237851,电视频道,视频
-0.974424829280642,节目,视频
-1.2117032984457234,电视频道,新闻
-2.396041168302705,聊天,音乐
-1.602308766056056,聊天,视频
-0.9472355155165506,聊天,诗歌
-1.4849448318982255,联络,电话
-1.8049562056838606,聊天,音乐
-1.4043574856060779,聊天,视频
-1.4068852682605528,app,视频
-1.3717910998224057,电视频道,视频
-1.0618621715853507,联络,视频
-1.4552186884288045,app,电话
-1.3000307443788914,聊天,音乐
-1.4564080469254186,聊天,诗歌
-1.3722045902642044,节目,视频
-0.9917978296639729,电影,视频
-1.667388757958569,聊天,诗歌
-2.123554917846862,聊天,音乐
-1.5204960797773899,电视频道,视频
-2.006885232655627,聊天,谜语
-2.0743503376125085,聊天,新闻
