test_acc,test_auc,test_loss
0.23333333333333334,0.33228282041293344,"tensor(2.5408, device='cuda:0')"
0.6133333333333333,0.24663550188287237,"tensor(1.9059, device='cuda:0')"
0.9,0.3126840670042852,"tensor(1.2781, device='cuda:0')"
0.9333333333333333,0.45898974159200107,"tensor(0.9766, device='cuda:0')"
0.94,0.6868341773795611,"tensor(0.9120, device='cuda:0')"
0.9466666666666667,0.7561212829502661,"tensor(0.8782, device='cuda:0')"
0.9533333333333334,0.8358031424490326,"tensor(0.8619, device='cuda:0')"
0.9533333333333334,0.8649500064926632,"tensor(0.7100, device='cuda:0')"
0.9533333333333334,0.908343072328269,"tensor(0.8192, device='cuda:0')"
0.9533333333333334,0.9070562264640956,"tensor(0.6837, device='cuda:0')"
0.9533333333333334,0.8996974418906636,"tensor(0.6972, device='cuda:0')"
0.9533333333333334,0.9119776652382808,"tensor(0.6820, device='cuda:0')"
0.9533333333333334,0.8951902350344111,"tensor(0.6968, device='cuda:0')"
0.9533333333333334,0.8975925204518893,"tensor(0.5991, device='cuda:0')"
0.9533333333333334,0.9224555252564601,"tensor(0.6815, device='cuda:0')"
0.9533333333333334,0.9100389559797428,"tensor(0.6456, device='cuda:0')"
0.96,0.9091702376314763,"tensor(0.7045, device='cuda:0')"
0.96,0.9115738215816127,"tensor(0.6136, device='cuda:0')"
0.96,0.916132969744189,"tensor(0.6323, device='cuda:0')"
0.96,0.9237787300350603,"tensor(0.5555, device='cuda:0')"
