test_acc,test_auc,test_loss
0.47345132743362833,0.29263303068612806,"tensor(2.3030, device='cuda:0')"
0.6460176991150443,0.504223652453741,"tensor(1.5208, device='cuda:0')"
0.9646017699115044,0.9165402444163506,"tensor(0.7747, device='cuda:0')"
0.9734513274336283,0.9428810864651573,"tensor(0.6879, device='cuda:0')"
0.9778761061946902,0.9655633452093628,"tensor(0.6108, device='cuda:0')"
0.9867256637168141,0.9590631345056123,"tensor(0.5926, device='cuda:0')"
0.9867256637168141,0.9580048270313757,"tensor(0.5561, device='cuda:0')"
0.9867256637168141,0.9589242615791289,"tensor(0.5749, device='cuda:0')"
0.9867256637168141,0.9669750603378922,"tensor(0.5051, device='cuda:0')"
0.9867256637168141,0.9708223192736467,"tensor(0.5372, device='cuda:0')"
0.9867256637168141,0.9717494157759644,"tensor(0.5092, device='cuda:0')"
0.9867256637168141,0.9592508523924453,"tensor(0.5004, device='cuda:0')"
0.9867256637168141,0.9707447419836801,"tensor(0.5039, device='cuda:0')"
0.9867256637168141,0.9708098685974793,"tensor(0.4378, device='cuda:0')"
0.9867256637168141,0.9620618319733364,"tensor(0.5146, device='cuda:0')"
0.9867256637168141,0.9641851511320538,"tensor(0.4623, device='cuda:0')"
0.9867256637168141,0.9697850821744627,"tensor(0.4551, device='cuda:0')"
0.9867256637168141,0.9651974868789027,"tensor(0.4756, device='cuda:0')"
0.9867256637168141,0.9701566869708462,"tensor(0.5048, device='cuda:0')"
0.9867256637168141,0.9689250277745853,"tensor(0.4437, device='cuda:0')"
0.9867256637168141,0.9718020917135961,"tensor(0.4272, device='cuda:0')"
0.9867256637168141,0.9620034095697814,"tensor(0.5084, device='cuda:0')"
0.9867256637168141,0.9746130712944872,"tensor(0.4810, device='cuda:0')"
0.9867256637168141,0.9708520093475845,"tensor(0.4454, device='cuda:0')"
0.9867256637168141,0.9688302110868483,"tensor(0.4432, device='cuda:0')"
0.9867256637168141,0.9727042868635789,"tensor(0.4143, device='cuda:0')"
0.9867256637168141,0.9717628241964527,"tensor(0.4238, device='cuda:0')"
0.9867256637168141,0.9666752863655519,"tensor(0.4349, device='cuda:0')"
0.9867256637168141,0.9657520208405165,"tensor(0.4345, device='cuda:0')"
0.9867256637168141,0.9674405240776922,"tensor(0.3910, device='cuda:0')"
0.9867256637168141,0.9695772516568978,"tensor(0.4353, device='cuda:0')"
0.9867256637168141,0.9658813163237941,"tensor(0.4519, device='cuda:0')"
0.9867256637168141,0.9740642837987972,"tensor(0.4523, device='cuda:0')"
0.9867256637168141,0.961830057847757,"tensor(0.4788, device='cuda:0')"
0.9867256637168141,0.962774393747845,"tensor(0.4447, device='cuda:0')"
0.9867256637168141,0.9707006857449336,"tensor(0.4199, device='cuda:0')"
0.9867256637168141,0.9703060950848562,"tensor(0.3810, device='cuda:0')"
