outlier_score,prediciton,label
-1.3970648362319973,视频,比赛
-1.4887285063950115,视频,翻译
-1.0491201681479096,视频,翻译
-0.9687868416356533,聊天,食谱
-2.3874175197901684,聊天,翻译
-0.9842137250248653,聊天,食谱
-1.2317790506432644,网站,股票
-0.9711176413356573,视频,节目
-1.2746217772731299,视频,电视频道
-0.9578424961505814,聊天,食谱
-1.0282297779501188,网站,股票
-1.6374083302103215,视频,电台
-0.9515574873401593,聊天,健康
-0.9973106378212429,公交,飞机
-1.8357738007000886,聊天,食谱
-0.972816979784881,诗歌,音乐
-2.3360327703084787,聊天,食谱
-1.279967742628036,短信,电话
-1.0393358238277206,视频,健康
-2.298131176285227,聊天,食谱
-1.824218051552102,视频,健康
-0.9599339053087969,视频,电视频道
-0.9443636220654221,视频,节目
-1.4445600505935838,聊天,节目
-1.0006459095246156,公交,飞机
-1.435300065724748,视频,日程
-0.948773293680194,聊天,食谱
-0.9678227517606874,聊天,食谱
-0.9522908408884678,聊天,食谱
-0.9507616012247405,聊天,食谱
-0.9552063614145799,视频,节目
-0.9944633949998964,公交,飞机
-0.9467831969353091,聊天,食谱
-1.139572804658722,网站,股票
-0.9532409077332886,聊天,翻译
-1.7253147259227901,聊天,食谱
-0.975484772773844,聊天,时间
-0.9551295313209522,聊天,食谱
-0.9647038741110403,视频,电影
-1.0233314896470027,视频,节目
-1.249022709720121,视频,新闻
-0.9944633949998961,公交,飞机
-1.69228472647769,视频,食谱
-0.9607553508044792,聊天,食谱
-0.9907520362809908,公交,火车
-1.066795594473291,短信,电话
-0.9655592301301859,网站,app
-1.0005052464791988,视频,时间
-1.409518747149706,视频,节目
-0.9944633949998962,公交,飞机
-0.9907520362809908,公交,火车
-1.1872393324794497,视频,健康
-0.9903487015830157,公交,火车
-1.4323126083717512,视频,抽奖
-0.9518808290311215,聊天,健康
-1.322857084024339,视频,电台
-1.5832702559520087,诗歌,音乐
-0.9965448006511209,公交,飞机
-0.9903487015830155,公交,火车
-1.1344133261320357,诗歌,音乐
-1.4434997692048839,诗歌,音乐
-1.4242922467677634,视频,食谱
-0.9482063372773982,聊天,健康
-1.5613363509165417,视频,抽奖
-1.063174704631367,网站,app
-1.6152852859794877,聊天,股票
-0.9476810759005104,聊天,食谱
-1.08114926165123,视频,电话
-1.059790964434449,网站,股票
-1.7251347540008133,聊天,时间
-1.0030630181646125,聊天,食谱
-1.4559154706726616,网站,股票
-0.9465155129022433,聊天,翻译
-1.201657875529595,视频,新闻
-0.9991212728348081,视频,电视频道
-1.2362815015433883,网站,股票
-0.978212176069802,网站,app
-0.9705343726316433,聊天,食谱
-0.951707481543211,聊天,健康
-0.9511776840599161,聊天,食谱
-0.9944633949998964,公交,火车
-0.9944633949998962,公交,飞机
-1.0260994195741115,视频,食谱
-1.950392605991765,视频,计算
-0.9921770976238893,天气,翻译
-0.9486361039086812,聊天,地图
-0.9520870268955235,聊天,地图
-1.0527252437056636,聊天,地图
-1.1100448190813395,网站,股票
-2.212657069802407,聊天,比赛
-1.534687864232751,视频,健康
-0.9903487015830154,公交,飞机
-0.9965448006511212,公交,飞机
-1.0144705520581467,视频,节目
-0.9813883739514091,网站,app
-1.0100785023295598,视频,节目
-1.2495490344936382,视频,地图
-1.4326698376137257,视频,新闻
-0.9903487015830154,公交,火车
-0.9496969918778226,聊天,食谱
-0.9478552182745144,聊天,食谱
-0.9580693954526392,聊天,地图
-0.9585521515924642,聊天,食谱
-0.9436808198470132,聊天,谜语
-1.2689102565038728,视频,节目
-1.7229682367821693,短信,健康
-1.258896014249808,视频,新闻
