test_acc,test_auc,test_loss
0.2720125786163522,0.46500496524329693,"tensor(3.5080, device='cuda:0')"
0.6147798742138365,0.4663588215822575,"tensor(2.6830, device='cuda:0')"
0.8286163522012578,0.6503839788149619,"tensor(2.2274, device='cuda:0')"
0.8820754716981132,0.7138414432307183,"tensor(1.9371, device='cuda:0')"
0.9088050314465409,0.7762421383647798,"tensor(1.8905, device='cuda:0')"
0.9245283018867925,0.7986105594174114,"tensor(1.8319, device='cuda:0')"
0.9308176100628931,0.8307985766302549,"tensor(1.7770, device='cuda:0')"
0.9371069182389937,0.7771764316451506,"tensor(1.7623, device='cuda:0')"
0.9355345911949685,0.7448609731876863,"tensor(1.7407, device='cuda:0')"
0.9371069182389937,0.7960956636875207,"tensor(1.7454, device='cuda:0')"
0.9418238993710691,0.7778070175438596,"tensor(1.7502, device='cuda:0')"
0.9449685534591195,0.7687876530950017,"tensor(1.7017, device='cuda:0')"
0.9371069182389937,0.7619074809665674,"tensor(1.7436, device='cuda:0')"
0.940251572327044,0.7846317444554783,"tensor(1.7155, device='cuda:0')"
0.9371069182389937,0.7543429328037075,"tensor(1.6940, device='cuda:0')"
0.9433962264150944,0.790380668652764,"tensor(1.7175, device='cuda:0')"
0.9465408805031447,0.7939655743131414,"tensor(1.7014, device='cuda:0')"
0.9418238993710691,0.7769347898047004,"tensor(1.6941, device='cuda:0')"
0.940251572327044,0.736356338960609,"tensor(1.6933, device='cuda:0')"
0.9449685534591195,0.7813265475008275,"tensor(1.6825, device='cuda:0')"
0.940251572327044,0.792653095001655,"tensor(1.6889, device='cuda:0')"
0.9386792452830188,0.7759947037404833,"tensor(1.6996, device='cuda:0')"
0.940251572327044,0.7856802383316782,"tensor(1.6884, device='cuda:0')"
0.9433962264150944,0.7562156570671963,"tensor(1.6645, device='cuda:0')"
0.9418238993710691,0.7701092353525323,"tensor(1.6846, device='cuda:0')"
0.9433962264150944,0.7992378351539224,"tensor(1.6604, device='cuda:0')"
0.9449685534591195,0.7700190334326382,"tensor(1.6685, device='cuda:0')"
0.9449685534591195,0.7885666997682887,"tensor(1.6640, device='cuda:0')"
0.9418238993710691,0.7869215491559086,"tensor(1.6499, device='cuda:0')"
