Intent,Sentence,Outlier
诗歌,毛泽东 的 诗 哦,False
诗歌,若 相惜 不弃 下 一 句 是 什么,False
翻译,苹果 翻译成 英语,False
翻译,翻译 光大银行,False
翻译,今天 我 要 去 逛街 用 英语 说,False
天气,查 南京 天气,False
节目,下 周 有 什么 好看 的 恐怖电影,False
诗歌,搜索 岳飞 的 诗 满江红,False
电台,请 帮 我 调频 100.8 梧州 人民 广播电台,False
诗歌,你 背 首 唐诗 给 我 听听 啊,False
音乐,来 一 首 我们 的 歌谣,False
健康,黄疸,False
健康,暴发性 紫癜,False
视频,憨豆 特工,False
诗歌,尽在不言中 下 一 句 是 什么,False
诗歌,朗诵 一 首 李白 的 诗词,False
视频,我 要 看 西游记 啊,False
飞机,查询 上海 到 丽江 飞机票 的 价格,False
诗歌,来 一 首 李清照 的 词,False
诗歌,朗读 一 首 李白 的 诗 呗,False
天气,郑州 天气,False
飞机,查询 今天 上海 到 成都 的 航班,False
股票,中海油 服 股票,False
翻译,你 曾 爱 过 我 吗 用 英语 怎么 说,False
节目,回放 昨晚 的 焦点访谈,False
视频,蝎子王 蝎子王,False
新闻,哦 听 新闻,False
飞机,查询 大大 后天 广州 到 武汉 的 航班,False
视频,三 女 休 夫,False
火车,去 南昌 的 火车,False
电话,请 打电话 给 人名,False
app,请 帮 我 打开 uc,False
节目,江西 卫视 三 天 之后 放 一站到底 么,False
飞机,上海 到 北京 的 飞机 航班,False
火车,明天 广州 到 长葛 的 火车,False
短信,发短信 人名,False
视频,魔幻 电影,False
天气,帮 我 看看 今天 的 天气,False
抽奖,任意 购买 三 张 大乐透,False
电台,帮 我 调频 92.8 桐庐 人民 广播电台 行不行,False
音乐,我 要 听 张雨生 的 歌,False
飞机,明天 去 徐州 的 航班,False
火车,帮 我 查 一下 从 开封 到 郑州 的 火车 几 点 发,False
音乐,来首 出师表,False
视频,张艺谋 的 甄嬛传,False
天气,今天 广州 的 天气 怎样,False
抽奖,帮 我 购买 2 注 25 选 5 的 彩票,False
app,帮 我 打开 人人,False
电话,打 给 孩子 的 爸,False
股票,南京 熊猫 股票,False
诗歌,读 首 唐诗 来 听听,False
视频,惊情 四百 年,False
诗歌,搜索 一下 白居易 的 诗,False
翻译,你 吃 过 早饭 了 吗 用 英文 怎么 讲,False
诗歌,造化 钟 神秀 的 下 一 句 是 什么,False
新闻,我 想 听 重庆 新闻,False
app,链家 地产 打开 QQ,False
公交,北京 到 成都 的 汽车 时刻表,False
火车,星期四 去 上海 的 火车,False
飞机,后天 去 大连 的 航班,False
视频,请 帮 我 打开 电影,False
股票,三安 光电 股票 号,False
诗歌,来首 纳兰性德 的 词,False
健康,乳腺癌,False
天气,今日 天气 怎么样 啊,False
