Intent,Sentence,Outlier
诗歌,毛泽东 的 诗 哦,False
聊天,有 房 有 车 吗 微笑,False
诗歌,若 相惜 不弃 下 一 句 是 什么,False
聊天,哪天 的,False
公交,无锡 到 阜阳 怎么 坐 汽车,False
食谱,孜然 排骨 怎么 做,False
聊天,娃 咋 么 杨 你 因为 呵呵 演完 呀 不到 你,False
股票,泰山 石油 股票,False
节目,下 周 有 什么 好看 的 恐怖电影,False
聊天,干 啥 呢,False
聊天,这 有 什么 厉害 的,False
电视频道,频道 管理,False
食谱,赵柏 田鸡 怎么 做 啊,False
聊天,你 咋 不 上天 呢,False
聊天,摸 啥,False
电台,请 帮 我 调频 100.8 梧州 人民 广播电台,False
网站,打开 江苏 移动 网上 营业厅 网页,False
健康,甲亢 怎么 治疗,False
聊天,你 知道 怎么 拍照 么,False
聊天,你 怎么 笨笨 的,False
食谱,肥肠 的 做法,False
电话,打电话 人名,False
健康,黄疸,False
视频,搜 幕府 风云,False
食谱,酸辣 藕 丁 的 做法,False
健康,暴发性 紫癜,False
电视频道,新闻 解码,False
视频,憨豆 特工,False
聊天,这 是 哪 年 的 事,False
诗歌,尽在不言中 下 一 句 是 什么,False
节目,现在 有 什么 好 的 电影 呢,False
视频,我 要 看 西游记 啊,False
飞机,查询 上海 到 丽江 飞机票 的 价格,False
日程,设置 明天 8 : 10 闹钟,False
聊天,会 lol 吗,False
聊天,你 生日 是 什么 时候,False
聊天,可以 帮 买 火车票 吗,False
诗歌,朗读 一 首 李白 的 诗 呗,False
食谱,怎么 做 酸菜鱼,False
食谱,做 可乐 鸡翅 需要 哪些 材料,False
飞机,查询 今天 上海 到 成都 的 航班,False
股票,中海油 服 股票,False
食谱,红烧肉 的 做法 啊,False
时间,端午节 是 哪一天,False
电影,最近 热门 的 电影,False
节目,回放 昨晚 的 焦点访谈,False
食谱,豆沙包,False
视频,三 女 休 夫,False
聊天,你 觉得 我 嫁 的 出去 吗,False
聊天,推荐 几部 呗,False
电话,请 打电话 给 人名,False
聊天,欧洲杯 谁 能 夺冠,False
聊天,它 在 哪里,False
时间,日期 植树节,False
飞机,上海 到 北京 的 飞机 航班,False
短信,发短信 人名,False
聊天,怎么 安慰 啊,False
聊天,这么 傲娇,False
健康,更年期 综合症,False
电台,帮 我 调频 92.8 桐庐 人民 广播电台 行不行,False
音乐,我 要 听 张雨生 的 歌,False
视频,预约 还珠格格 第 八 集,False
健康,得 了 关节炎 怎么办,False
视频,张艺谋 的 甄嬛传,False
股票,科大讯飞 的 股价 如何,False
食谱,拔丝 芋头 怎么 做,False
聊天,顾超 是 谁,False
聊天,你 叫 什么 名字,False
电话,打 给 孩子 的 爸,False
聊天,怎么 这么 热 受不了 了,False
股票,南京 熊猫 股票,False
聊天,笨笨 你 是 没有 年龄 么,False
时间,查询 距离 12 点 25 分 还有 多少 分钟,False
视频,惊情 四百 年,False
诗歌,搜索 一下 白居易 的 诗,False
食谱,不 懂 饭 的 做法,False
聊天,怎么 上 分,False
聊天,你 爱玩 什么 英雄,False
公交,北京 到 成都 的 汽车 时刻表,False
食谱,蒜 茄子 怎么 做,False
食谱,宫爆鸡丁 的 菜谱,False
计算,根号 三 的 倒数,False
视频,请 帮 我 打开 电影,False
网站,易车网 看看,False
地图,新 东站 怎么 走,False
股票,三安 光电 股票 号,False
诗歌,来首 纳兰性德 的 词,False
飞机,武汉 到 北京 的 飞机票,False
网站,那 你 帮 我 打开 百度,False
聊天,是 谁 呀,False
飞机,查询 后天 广州 到 上海 的 航班,False
地图,我 想到 科大讯飞 走 高速 路线,False
聊天,谁 是 猪,False
聊天,订机票 今天 吃 什么,False
诗歌,背 首 杜甫 的 诗 啊,False
视频,请 搜 电影 画皮,False
地图,嗯 我 想 知道 曲阜 在 什么 地方,False
