Intent,Sentence,Outlier
诗歌,毛泽东 的 诗 哦,False
聊天,有 房 有 车 吗 微笑,False
比赛,2013 年 亚洲 冠军联赛 和 广州 恒大 比赛 时间,False
诗歌,若 相惜 不弃 下 一 句 是 什么,False
翻译,苹果 翻译成 英语,False
翻译,翻译 光大银行,False
聊天,哪天 的,False
公交,无锡 到 阜阳 怎么 坐 汽车,False
聊天,娃 咋 么 杨 你 因为 呵呵 演完 呀 不到 你,False
聊天,你 现在 在 做 什么 啊,False
翻译,今天 我 要 去 逛街 用 英语 说,False
天气,查 南京 天气,False
聊天,干 啥 呢,False
聊天,能 告诉 我 徐 乐乐 的 信息 吗,False
聊天,这 有 什么 厉害 的,False
聊天,摸 啥,False
聊天,今天 什么 天气,False
网站,打开 江苏 移动 网上 营业厅 网页,False
健康,甲亢 怎么 治疗,False
飞机,查下 上海 到 太原 的 机票,False
聊天,你 知道 怎么 拍照 么,False
聊天,你 怎么 笨笨 的,False
电话,打电话 人名,False
健康,暴发性 紫癜,False
电视频道,新闻 解码,False
聊天,这 是 哪 年 的 事,False
诗歌,尽在不言中 下 一 句 是 什么,False
诗歌,朗诵 一 首 李白 的 诗词,False
网站,进入 中国移动 官方网站,False
飞机,查询 上海 到 丽江 飞机票 的 价格,False
日程,设置 明天 8 : 10 闹钟,False
聊天,可以 帮 买 火车票 吗,False
诗歌,朗读 一 首 李白 的 诗 呗,False
天气,郑州 天气,False
飞机,查询 今天 上海 到 成都 的 航班,False
股票,中海油 服 股票,False
翻译,你 曾 爱 过 我 吗 用 英语 怎么 说,False
时间,端午节 是 哪一天,False
飞机,查询 大大 后天 广州 到 武汉 的 航班,False
聊天,其实 我 不 跟 你 说话 么 办,False
火车,去 南昌 的 火车,False
聊天,推荐 几部 呗,False
电话,请 打电话 给 人名,False
聊天,它 在 哪里,False
时间,日期 植树节,False
火车,明天 广州 到 长葛 的 火车,False
聊天,怎么 安慰 啊,False
聊天,这么 傲娇,False
健康,更年期 综合症,False
聊天,你 咋 没上 幼儿园,False
天气,帮 我 看看 今天 的 天气,False
健康,多囊肾 怎么 治 啊,False
音乐,我 要 听 张雨生 的 歌,False
飞机,明天 去 徐州 的 航班,False
音乐,随便 唱首歌,False
音乐,来首 出师表,False
天气,今天 广州 的 天气 怎样,False
抽奖,帮 我 购买 2 注 25 选 5 的 彩票,False
股票,科大讯飞 的 股价 如何,False
聊天,顾超 是 谁,False
聊天,怎么 这么 热 受不了 了,False
诗歌,读 首 唐诗 来 听听,False
聊天,笨笨 你 是 没有 年龄 么,False
时间,查询 距离 12 点 25 分 还有 多少 分钟,False
股票,查询 股票 00230,False
股票,罗顿 发展 的 股票,False
聊天,怎么 上 分,False
聊天,你 爱玩 什么 英雄,False
公交,北京 到 成都 的 汽车 时刻表,False
健康,得 了 皮肤病 怎么办,False
聊天,晚餐 吃 点 什么 呢,False
火车,星期四 去 上海 的 火车,False
飞机,后天 去 大连 的 航班,False
地图,查查 科大讯飞 在 哪里,False
地图,龙口 西路 在 哪里,False
股票,三安 光电 股票 号,False
比赛,中超 赛事 预告 从 在 哪里 看 呢,False
健康,乳腺癌,False
天气,今日 天气 怎么样 啊,False
网站,那 你 帮 我 打开 百度,False
聊天,是 谁 呀,False
聊天,你 什么 梦想,False
火车,查询 湛江 到 广州 的 火车票,False
聊天,订机票 今天 吃 什么,False
聊天,刘挺 是 谁,False
地图,嗯 我 想 知道 曲阜 在 什么 地方,False
聊天,你 谁 什么,False
聊天,我 都 不害羞 你 害羞 什么,False
健康,鼻息肉,False
天气,天气预报 广州,False
聊天,啊 我 要 订票 你 怎么 吟诗 了,False
聊天,笨笨 你 爸 比 和 帮主 是 什么 关系,False
电视频道,山东 高清,False
健康,内分泌 失调 了 怎么 调理,False
地图,去 金湖县 城,False
