Intent,Sentence,Outlier
聊天,有 房 有 车 吗 微笑,False
比赛,2013 年 亚洲 冠军联赛 和 广州 恒大 比赛 时间,False
翻译,翻译 光大银行,False
聊天,哪天 的,False
公交,无锡 到 阜阳 怎么 坐 汽车,False
食谱,孜然 排骨 怎么 做,False
聊天,你 现在 在 做 什么 啊,False
天气,查 南京 天气,False
食谱,做 花生 拌 豆腐 需要 什么 材料 啊,False
股票,泰山 石油 股票,False
节目,下 周 有 什么 好看 的 恐怖电影,False
聊天,这 有 什么 厉害 的,False
电视频道,频道 管理,False
食谱,赵柏 田鸡 怎么 做 啊,False
聊天,你 咋 不 上天 呢,False
股票,查询 下 北京 首创 的 股票,False
聊天,今天 什么 天气,False
电台,请 帮 我 调频 100.8 梧州 人民 广播电台,False
网站,打开 江苏 移动 网上 营业厅 网页,False
健康,甲亢 怎么 治疗,False
食谱,鱼香肉丝 的 做法 啊,False
聊天,你 知道 怎么 拍照 么,False
健康,黄疸,False
电视频道,新闻 解码,False
聊天,这 是 哪 年 的 事,False
节目,现在 有 什么 好 的 电影 呢,False
节目,第 二十二 条 婚规 什么 时候 结束,False
网站,进入 中国移动 官方网站,False
飞机,查询 上海 到 丽江 飞机票 的 价格,False
聊天,会 lol 吗,False
聊天,你 生日 是 什么 时候,False
食谱,面包 怎么 做,False
食谱,周黑 鸭 怎么 做,False
聊天,可以 帮 买 火车票 吗,False
食谱,做 可乐 鸡翅 需要 哪些 材料,False
天气,郑州 天气,False
飞机,查询 今天 上海 到 成都 的 航班,False
食谱,福寿鱼 怎么 煮 比较 好吃,False
股票,中海油 服 股票,False
翻译,你 曾 爱 过 我 吗 用 英语 怎么 说,False
时间,端午节 是 哪一天,False
食谱,黄瓜 怎么 做,False
电影,最近 热门 的 电影,False
节目,回放 昨晚 的 焦点访谈,False
飞机,查询 大大 后天 广州 到 武汉 的 航班,False
食谱,豆沙包,False
食谱,银耳 莲子粥 怎么 做,False
聊天,其实 我 不 跟 你 说话 么 办,False
聊天,你 觉得 我 嫁 的 出去 吗,False
火车,去 南昌 的 火车,False
聊天,欧洲杯 谁 能 夺冠,False
聊天,它 在 哪里,False
app,请 帮 我 打开 uc,False
时间,日期 植树节,False
火车,明天 广州 到 长葛 的 火车,False
短信,发短信 人名,False
健康,更年期 综合症,False
聊天,你 咋 没上 幼儿园,False
火车,重庆 到 成都 的 火车票 多少 钱,False
天气,帮 我 看看 今天 的 天气,False
电台,帮 我 调频 92.8 桐庐 人民 广播电台 行不行,False
飞机,明天 去 徐州 的 航班,False
火车,帮 我 查 一下 从 开封 到 郑州 的 火车 几 点 发,False
食谱,素鸡,False
健康,得 了 关节炎 怎么办,False
天气,今天 广州 的 天气 怎样,False
抽奖,帮 我 购买 2 注 25 选 5 的 彩票,False
股票,科大讯飞 的 股价 如何,False
食谱,拔丝 芋头 怎么 做,False
聊天,你 叫 什么 名字,False
聊天,怎么 这么 热 受不了 了,False
聊天,笨笨 你 是 没有 年龄 么,False
时间,查询 距离 12 点 25 分 还有 多少 分钟,False
食谱,我 想 我 想 做 老鸭 汤 用 什么 材料,False
股票,查询 股票 00230,False
聊天,你 这 都 跟 哪 啊 快 雪 的,False
电视频道,我 要 看 云南 二 台,False
股票,罗顿 发展 的 股票,False
app,链家 地产 打开 QQ,False
食谱,不 懂 饭 的 做法,False
聊天,怎么 上 分,False
聊天,你 爱玩 什么 英雄,False
健康,得 了 皮肤病 怎么办,False
食谱,蒜 茄子 怎么 做,False
火车,星期四 去 上海 的 火车,False
飞机,后天 去 大连 的 航班,False
食谱,宫爆鸡丁 的 菜谱,False
聊天,你 肥 吗,False
计算,根号 三 的 倒数,False
网站,易车网 看看,False
