Intent,Sentence,Outlier
聊天,有 房 有 车 吗 微笑,False
比赛,2013 年 亚洲 冠军联赛 和 广州 恒大 比赛 时间,False
翻译,翻译 光大银行,False
聊天,哪天 的,False
公交,无锡 到 阜阳 怎么 坐 汽车,False
聊天,你 现在 在 做 什么 啊,False
翻译,今天 我 要 去 逛街 用 英语 说,False
聊天,能 告诉 我 徐 乐乐 的 信息 吗,False
电视频道,频道 管理,False
聊天,你 咋 不 上天 呢,False
聊天,摸 啥,False
飞机,查下 上海 到 太原 的 机票,False
聊天,在 干吗 啊,False
聊天,你 知道 怎么 拍照 么,False
健康,黄疸,False
健康,暴发性 紫癜,False
聊天,这 是 哪 年 的 事,False
飞机,查询 上海 到 丽江 飞机票 的 价格,False
日程,设置 明天 8 : 10 闹钟,False
聊天,你 生日 是 什么 时候,False
聊天,可以 帮 买 火车票 吗,False
飞机,查询 今天 上海 到 成都 的 航班,False
聊天,其实 我 不 跟 你 说话 么 办,False
火车,去 南昌 的 火车,False
聊天,推荐 几部 呗,False
聊天,它 在 哪里,False
app,请 帮 我 打开 uc,False
飞机,上海 到 北京 的 飞机 航班,False
火车,明天 广州 到 长葛 的 火车,False
聊天,怎么 安慰 啊,False
聊天,这么 傲娇,False
健康,更年期 综合症,False
聊天,你 咋 没上 幼儿园,False
健康,多囊肾 怎么 治 啊,False
电台,帮 我 调频 92.8 桐庐 人民 广播电台 行不行,False
火车,帮 我 查 一下 从 开封 到 郑州 的 火车 几 点 发,False
健康,得 了 关节炎 怎么办,False
app,帮 我 打开 人人,False
聊天,顾超 是 谁,False
聊天,怎么 这么 热 受不了 了,False
聊天,笨笨 你 是 没有 年龄 么,False
翻译,你 吃 过 早饭 了 吗 用 英文 怎么 讲,False
聊天,你 这 都 跟 哪 啊 快 雪 的,False
电视频道,我 要 看 云南 二 台,False
app,链家 地产 打开 QQ,False
聊天,怎么 上 分,False
聊天,你 爱玩 什么 英雄,False
健康,得 了 皮肤病 怎么办,False
聊天,晚餐 吃 点 什么 呢,False
火车,星期四 去 上海 的 火车,False
聊天,你 肥 吗,False
翻译,今天 的 天气 真是 好 用 英语 怎么 说,False
飞机,武汉 到 北京 的 飞机票,False
聊天,是 谁 呀,False
飞机,查询 后天 广州 到 上海 的 航班,False
app,打开 uc 二 哦,False
火车,查询 湛江 到 广州 的 火车票,False
聊天,订机票 今天 吃 什么,False
聊天,刘挺 是 谁,False
聊天,你 谁 什么,False
聊天,我 都 不害羞 你 害羞 什么,False
聊天,啊 我 要 订票 你 怎么 吟诗 了,False
聊天,笨笨 你 爸 比 和 帮主 是 什么 关系,False
电视频道,山东 高清,False
健康,内分泌 失调 了 怎么 调理,False
火车,有没有 徐州 到 洛阳 的 火车票,False
公交,南京 到 黄山 的 汽车,False
聊天,嗯 你 叫 啥 呀,False
翻译,小老虎 用 英语 怎么 讲,False
电视频道,CCTV 农业,False
聊天,你 下蛋 吗,False
聊天,你 是 说 我 有意思 吗,False
聊天,不行 么,False
联络,新建 联系人 李四 号码 是 一二三四五 六 七八,False
公交,在 合肥 怎么 坐 去 南京 的 汽车,False
聊天,有 答案 了 吗,False
健康,肠胃炎 怎么 治,False
日程,明天 叫 我 8 : 10 起床,False
聊天,你 的 性格 是 什么,False
公交,从 台州 到 金华 的 汽车,False
聊天,你们 这么 爽,False
电视频道,高清 中央 8,False
火车,查询 广州 到 北京 的 火车,False
聊天,爱 她 该 怎么 做,False
电视频道,跳 换 到 湖南卫视,False
健康,过敏性 鼻炎 怎么 治疗,False
火车,查 一下 明天 下午 南通 到 南京 的 火车票,False
聊天,你 唉 啥,False
电台,调频 fm 九十七 点 七,False
谜语,出 一个 谜语 给 我 猜猜 吧,False
