Intent,Sentence,Outlier
诗歌,毛泽东 的 诗 哦,False
诗歌,若 相惜 不弃 下 一 句 是 什么,False
食谱,做 花生 拌 豆腐 需要 什么 材料 啊,False
股票,泰山 石油 股票,False
食谱,赵柏 田鸡 怎么 做 啊,False
股票,查询 下 北京 首创 的 股票,False
飞机,查下 上海 到 太原 的 机票,False
食谱,鱼香肉丝 的 做法 啊,False
食谱,肥肠 的 做法,False
诗歌,尽在不言中 下 一 句 是 什么,False
视频,我 要 看 西游记 啊,False
飞机,查询 上海 到 丽江 飞机票 的 价格,False
食谱,面包 怎么 做,False
食谱,周黑 鸭 怎么 做,False
诗歌,朗读 一 首 李白 的 诗 呗,False
食谱,怎么 做 酸菜鱼,False
飞机,查询 今天 上海 到 成都 的 航班,False
食谱,福寿鱼 怎么 煮 比较 好吃,False
股票,中海油 服 股票,False
食谱,红烧肉 的 做法 啊,False
食谱,黄瓜 怎么 做,False
飞机,查询 大大 后天 广州 到 武汉 的 航班,False
食谱,豆沙包,False
视频,三 女 休 夫,False
食谱,银耳 莲子粥 怎么 做,False
电话,请 打电话 给 人名,False
飞机,上海 到 北京 的 飞机 航班,False
视频,魔幻 电影,False
飞机,明天 去 徐州 的 航班,False
视频,预约 还珠格格 第 八 集,False
食谱,素鸡,False
视频,张艺谋 的 甄嬛传,False
电话,打 给 孩子 的 爸,False
股票,南京 熊猫 股票,False
视频,惊情 四百 年,False
食谱,我 想 我 想 做 老鸭 汤 用 什么 材料,False
股票,查询 股票 00230,False
诗歌,造化 钟 神秀 的 下 一 句 是 什么,False
股票,罗顿 发展 的 股票,False
食谱,不 懂 饭 的 做法,False
食谱,蒜 茄子 怎么 做,False
食谱,宫爆鸡丁 的 菜谱,False
视频,请 帮 我 打开 电影,False
股票,三安 光电 股票 号,False
诗歌,来首 纳兰性德 的 词,False
食谱,姐 你 红烧肉 怎么 做 呀,False
诗歌,背 首 杜甫 的 诗 啊,False
视频,请 搜 电影 画皮,False
食谱,刘林 面 怎么 做 啊,False
视频,大 耳朵 图图 二,False
食谱,那好 那 你 告诉 我 西红柿 炒鸡蛋 怎么 去 做,False
食谱,讯 飞语 点 请 你 搜索 一下 番茄 炒蛋 怎么 做,False
飞机,七月 三十一 日 上海 虹桥 到 北京 的 航班,False
电话,呼叫 浦蒲,False
股票,查找 科大讯飞 股票 的 股价,False
视频,小 c 帮 我 搜 一下 断剑 视频,False
食谱,小猪 哨 糖醋排骨 的 做法,False
食谱,红烧 带鱼 怎么 做 你,False
飞机,帮 我 看 一下 明天 去 北京 的 飞机,False
电话,拨打 幺 三七 零 九五 二零 八五八,False
食谱,板栗 怎么 煮,False
视频,整人专家 的 电影,False
食谱,鸡蛋 的 做法,False
