Intent,Sentence,Outlier
比赛,2013 年 亚洲 冠军联赛 和 广州 恒大 比赛 时间,False
诗歌,若 相惜 不弃 下 一 句 是 什么,False
天气,查 南京 天气,False
诗歌,搜索 岳飞 的 诗 满江红,False
诗歌,你 背 首 唐诗 给 我 听听 啊,False
音乐,来 一 首 我们 的 歌谣,False
视频,搜 幕府 风云,False
视频,憨豆 特工,False
诗歌,朗诵 一 首 李白 的 诗词,False
日程,设置 明天 8 : 10 闹钟,False
诗歌,来 一 首 李清照 的 词,False
天气,郑州 天气,False
股票,中海油 服 股票,False
电影,最近 热门 的 电影,False
视频,蝎子王 蝎子王,False
视频,三 女 休 夫,False
app,请 帮 我 打开 uc,False
火车,明天 广州 到 长葛 的 火车,False
火车,重庆 到 成都 的 火车票 多少 钱,False
天气,帮 我 看看 今天 的 天气,False
电台,帮 我 调频 92.8 桐庐 人民 广播电台 行不行,False
音乐,我 要 听 张雨生 的 歌,False
视频,预约 还珠格格 第 八 集,False
火车,帮 我 查 一下 从 开封 到 郑州 的 火车 几 点 发,False
音乐,随便 唱首歌,False
天气,今天 广州 的 天气 怎样,False
app,帮 我 打开 人人,False
股票,科大讯飞 的 股价 如何,False
股票,南京 熊猫 股票,False
诗歌,读 首 唐诗 来 听听,False
视频,惊情 四百 年,False
股票,查询 股票 00230,False
新闻,我 想 听 重庆 新闻,False
股票,罗顿 发展 的 股票,False
app,链家 地产 打开 QQ,False
火车,星期四 去 上海 的 火车,False
视频,请 帮 我 打开 电影,False
股票,三安 光电 股票 号,False
诗歌,来首 纳兰性德 的 词,False
app,打开 uc 二 哦,False
火车,查询 湛江 到 广州 的 火车票,False
诗歌,背 首 杜甫 的 诗 啊,False
天气,天气预报 广州,False
新闻,关注 一下 今天 的 欧洲杯 新闻,False
新闻,等 请 播报 新闻,False
火车,有没有 徐州 到 洛阳 的 火车票,False
公交,南京 到 黄山 的 汽车,False
电影,现在 电影院 有 什么 好 电影,False
股票,中国 石化 的 股价 怎么样,False
股票,查找 科大讯飞 股票 的 股价,False
视频,小 c 帮 我 搜 一下 断剑 视频,False
诗歌,背 一 首 声声慢,False
app,打开 微信,False
app,打开 QQ 通讯,False
视频,青春 四十,False
公交,在 合肥 怎么 坐 去 南京 的 汽车,False
app,打开 汽车 之 家,False
日程,明天 叫 我 8 : 10 起床,False
股票,科大讯飞 的 股票 是 多少 a,False
联络,人名 的 电话 是 多少,False
诗歌,朗读 岳飞 的 满江红,False
诗歌,天王 盖地 虎 的 下 一 句 是 什么,False
视频,80 年代 成龙 演 的 电影,False
视频,体育赛事 直播,False
音乐,毛阿敏 的 歌,False
