Intent,Sentence,Outlier
比赛,2013 年 亚洲 冠军联赛 和 广州 恒大 比赛 时间,False
网站,打开 江苏 移动 网上 营业厅 网页,False
健康,甲亢 怎么 治疗,False
视频,搜 幕府 风云,False
健康,暴发性 紫癜,False
视频,我 要 看 西游记 啊,False
时间,端午节 是 哪一天,False
视频,三 女 休 夫,False
电话,请 打电话 给 人名,False
时间,日期 植树节,False
健康,更年期 综合症,False
视频,魔幻 电影,False
健康,多囊肾 怎么 治 啊,False
视频,预约 还珠格格 第 八 集,False
网站,易车网 看看,False
比赛,中超 赛事 预告 从 在 哪里 看 呢,False
健康,乳腺癌,False
网站,那 你 帮 我 打开 百度,False
视频,大 耳朵 图图 二,False
健康,鼻息肉,False
健康,内分泌 失调 了 怎么 调理,False
视频,小 c 帮 我 搜 一下 断剑 视频,False
网站,帮 我 上下 新浪网,False
视频,青春 四十,False
联络,新建 联系人 李四 号码 是 一二三四五 六 七八,False
健康,肠胃炎 怎么 治,False
视频,小破孩 动画片,False
联络,人名 的 电话 是 多少,False
网站,打开 百度 哇,False
视频,恶 熊出没,False
电话,打电话 给 阿华,False
电话,呼叫 王希,False
健康,过敏性 鼻炎 怎么 治疗,False
视频,帮 我 看 一下 最近 哪些 电影 是 新 上映 的,False
视频,查 雷神 电影,False
电话,我 要 打电话 给 人名,False
健康,肺结核 要 注意 些 啥,False
视频,发现 之 美,False
比赛,宏大 俱乐部 赛程,False
比赛,广州 恒大 比赛 比分,False
视频,大 耳朵 图图 获,False
比赛,中超 比赛,False
比赛,中超 赛事 预告 你,False
电话,打电话 给 hello   word,False
视频,青年 奥林匹克运动会,False
视频,请 帮 我 播放 樱桃,False
网站,打开 网页 猫扑,False
视频,我 想 看 爱 在 春天,False
视频,看 金枝欲孽,False
视频,放 年代 短片 看,False
视频,青瓷 电视剧,False
视频,家 有 儿女 第 二 部,False
联络,哦 钢结构 的 电话 是 多少,False
视频,文艺片,False
视频,播放 非诚 勿扰,False
电话,打电话 给 六六 三,False
