Intent,Sentence,Outlier
食谱,做 花生 拌 豆腐 需要 什么 材料 啊,False
股票,泰山 石油 股票,False
节目,下 周 有 什么 好看 的 恐怖电影,False
食谱,赵柏 田鸡 怎么 做 啊,False
股票,查询 下 北京 首创 的 股票,False
诗歌,你 背 首 唐诗 给 我 听听 啊,False
健康,甲亢 怎么 治疗,False
飞机,查下 上海 到 太原 的 机票,False
食谱,鱼香肉丝 的 做法 啊,False
食谱,肥肠 的 做法,False
健康,黄疸,False
视频,搜 幕府 风云,False
食谱,酸辣 藕 丁 的 做法,False
视频,憨豆 特工,False
诗歌,尽在不言中 下 一 句 是 什么,False
视频,我 要 看 西游记 啊,False
飞机,查询 上海 到 丽江 飞机票 的 价格,False
食谱,面包 怎么 做,False
食谱,周黑 鸭 怎么 做,False
诗歌,来 一 首 李清照 的 词,False
诗歌,朗读 一 首 李白 的 诗 呗,False
食谱,怎么 做 酸菜鱼,False
食谱,做 可乐 鸡翅 需要 哪些 材料,False
节目,动漫 频道 三 天 之后 有 开始 播 吸血鬼 日记 第 四 季 呢,False
飞机,查询 今天 上海 到 成都 的 航班,False
食谱,福寿鱼 怎么 煮 比较 好吃,False
股票,中海油 服 股票,False
食谱,红烧肉 的 做法 啊,False
时间,端午节 是 哪一天,False
食谱,黄瓜 怎么 做,False
节目,回放 昨晚 的 焦点访谈,False
视频,蝎子王 蝎子王,False
新闻,哦 听 新闻,False
食谱,豆沙包,False
视频,三 女 休 夫,False
食谱,银耳 莲子粥 怎么 做,False
火车,去 南昌 的 火车,False
节目,江西 卫视 三 天 之后 放 一站到底 么,False
火车,明天 广州 到 长葛 的 火车,False
火车,重庆 到 成都 的 火车票 多少 钱,False
视频,预约 还珠格格 第 八 集,False
火车,帮 我 查 一下 从 开封 到 郑州 的 火车 几 点 发,False
食谱,素鸡,False
健康,得 了 关节炎 怎么办,False
视频,张艺谋 的 甄嬛传,False
股票,科大讯飞 的 股价 如何,False
食谱,拔丝 芋头 怎么 做,False
股票,南京 熊猫 股票,False
时间,查询 距离 12 点 25 分 还有 多少 分钟,False
视频,惊情 四百 年,False
诗歌,搜索 一下 白居易 的 诗,False
股票,查询 股票 00230,False
诗歌,造化 钟 神秀 的 下 一 句 是 什么,False
食谱,不 懂 饭 的 做法,False
健康,得 了 皮肤病 怎么办,False
食谱,蒜 茄子 怎么 做,False
火车,星期四 去 上海 的 火车,False
飞机,后天 去 大连 的 航班,False
视频,请 帮 我 打开 电影,False
地图,查查 科大讯飞 在 哪里,False
地图,龙口 西路 在 哪里,False
地图,新 东站 怎么 走,False
股票,三安 光电 股票 号,False
健康,乳腺癌,False
飞机,武汉 到 北京 的 飞机票,False
飞机,查询 后天 广州 到 上海 的 航班,False
节目,金鹰 卡通 今天 晚上 放 什么 节目,False
地图,我 想到 科大讯飞 走 高速 路线,False
新闻,盘锦 新闻,False
火车,查询 湛江 到 广州 的 火车票,False
诗歌,背 首 杜甫 的 诗 啊,False
视频,请 搜 电影 画皮,False
食谱,刘林 面 怎么 做 啊,False
食谱,猪肉 丸子 汤 怎么 做 啊,False
节目,读书 频道 上 个 星期五 有 播放 新闻联播 吗,False
视频,大 耳朵 图图 二,False
新闻,关注 一下 今天 的 欧洲杯 新闻,False
食谱,黑芝麻 怎么 炒,False
新闻,等 请 播报 新闻,False
健康,内分泌 失调 了 怎么 调理,False
地图,去 金湖县 城,False
食谱,那好 那 你 告诉 我 西红柿 炒鸡蛋 怎么 去 做,False
火车,有没有 徐州 到 洛阳 的 火车票,False
食谱,讯 飞语 点 请 你 搜索 一下 番茄 炒蛋 怎么 做,False
股票,查找 科大讯飞 股票 的 股价,False
email,给 我 看 邮件,False
食谱,小猪 哨 糖醋排骨 的 做法,False
食谱,帮 我 搜索 一下 红烧 排骨,False
诗歌,背 一 首 声声慢,False
公交,去 深圳 怎么 坐车,False
食谱,红烧 带鱼 怎么 做 你,False
飞机,帮 我 看 一下 明天 去 北京 的 飞机,False
节目,北京 青年 频道 谁 在 说,False
视频,青春 四十,False
食谱,板栗 怎么 煮,False
视频,整人专家 的 电影,False
公交,在 合肥 怎么 坐 去 南京 的 汽车,False
食谱,鸡蛋 的 做法,False
节目,今天 晚上 有没有 中国 好 声音 呢,False
健康,肠胃炎 怎么 治,False
食谱,不 做 个 红烧肉 怎么 做,False
