Intent,Sentence,Outlier
翻译,苹果 翻译成 英语,False
翻译,翻译 光大银行,False
公交,无锡 到 阜阳 怎么 坐 汽车,False
食谱,孜然 排骨 怎么 做,False
翻译,今天 我 要 去 逛街 用 英语 说,False
天气,查 南京 天气,False
食谱,做 花生 拌 豆腐 需要 什么 材料 啊,False
股票,泰山 石油 股票,False
节目,下 周 有 什么 好看 的 恐怖电影,False
股票,查询 下 北京 首创 的 股票,False
网站,打开 江苏 移动 网上 营业厅 网页,False
飞机,查下 上海 到 太原 的 机票,False
食谱,鱼香肉丝 的 做法 啊,False
视频,搜 幕府 风云,False
食谱,酸辣 藕 丁 的 做法,False
节目,现在 有 什么 好 的 电影 呢,False
视频,我 要 看 西游记 啊,False
节目,第 二十二 条 婚规 什么 时候 结束,False
网站,进入 中国移动 官方网站,False
飞机,查询 上海 到 丽江 飞机票 的 价格,False
日程,设置 明天 8 : 10 闹钟,False
食谱,面包 怎么 做,False
食谱,周黑 鸭 怎么 做,False
食谱,做 可乐 鸡翅 需要 哪些 材料,False
节目,动漫 频道 三 天 之后 有 开始 播 吸血鬼 日记 第 四 季 呢,False
天气,郑州 天气,False
飞机,查询 今天 上海 到 成都 的 航班,False
食谱,福寿鱼 怎么 煮 比较 好吃,False
股票,中海油 服 股票,False
翻译,你 曾 爱 过 我 吗 用 英语 怎么 说,False
电影,最近 热门 的 电影,False
节目,回放 昨晚 的 焦点访谈,False
视频,蝎子王 蝎子王,False
新闻,哦 听 新闻,False
飞机,查询 大大 后天 广州 到 武汉 的 航班,False
食谱,豆沙包,False
视频,三 女 休 夫,False
食谱,银耳 莲子粥 怎么 做,False
火车,去 南昌 的 火车,False
节目,江西 卫视 三 天 之后 放 一站到底 么,False
火车,明天 广州 到 长葛 的 火车,False
短信,发短信 人名,False
视频,魔幻 电影,False
天气,帮 我 看看 今天 的 天气,False
飞机,明天 去 徐州 的 航班,False
视频,预约 还珠格格 第 八 集,False
火车,帮 我 查 一下 从 开封 到 郑州 的 火车 几 点 发,False
食谱,素鸡,False
天气,今天 广州 的 天气 怎样,False
抽奖,帮 我 购买 2 注 25 选 5 的 彩票,False
股票,科大讯飞 的 股价 如何,False
食谱,拔丝 芋头 怎么 做,False
股票,南京 熊猫 股票,False
视频,惊情 四百 年,False
食谱,我 想 我 想 做 老鸭 汤 用 什么 材料,False
股票,查询 股票 00230,False
翻译,你 吃 过 早饭 了 吗 用 英文 怎么 讲,False
股票,罗顿 发展 的 股票,False
食谱,不 懂 饭 的 做法,False
食谱,蒜 茄子 怎么 做,False
飞机,后天 去 大连 的 航班,False
翻译,今天 的 天气 真是 好 用 英语 怎么 说,False
地图,查查 科大讯飞 在 哪里,False
网站,易车网 看看,False
地图,龙口 西路 在 哪里,False
天气,今日 天气 怎么样 啊,False
飞机,武汉 到 北京 的 飞机票,False
网站,那 你 帮 我 打开 百度,False
网站,打开 猫扑,False
飞机,查询 后天 广州 到 上海 的 航班,False
节目,世界 军事 中央台 世界 军事,False
地图,我 想到 科大讯飞 走 高速 路线,False
新闻,盘锦 新闻,False
视频,请 搜 电影 画皮,False
食谱,刘林 面 怎么 做 啊,False
地图,嗯 我 想 知道 曲阜 在 什么 地方,False
节目,读书 频道 上 个 星期五 有 播放 新闻联播 吗,False
视频,大 耳朵 图图 二,False
天气,天气预报 广州,False
新闻,关注 一下 今天 的 欧洲杯 新闻,False
食谱,黑芝麻 怎么 炒,False
新闻,等 请 播报 新闻,False
地图,去 金湖县 城,False
食谱,讯 飞语 点 请 你 搜索 一下 番茄 炒蛋 怎么 做,False
公交,南京 到 黄山 的 汽车,False
电影,现在 电影院 有 什么 好 电影,False
计算,9 的 2 次 方根 的 3 次方,False
股票,查找 科大讯飞 股票 的 股价,False
公交,去 深圳 怎么 坐车,False
食谱,红烧 带鱼 怎么 做 你,False
飞机,帮 我 看 一下 明天 去 北京 的 飞机,False
节目,北京 青年 频道 谁 在 说,False
食谱,板栗 怎么 煮,False
联络,新建 联系人 李四 号码 是 一二三四五 六 七八,False
公交,在 合肥 怎么 坐 去 南京 的 汽车,False
食谱,鸡蛋 的 做法,False
食谱,黑米 红豆 粥 的 做法,False
日程,明天 叫 我 8 : 10 起床,False
视频,小破孩 动画片,False
联络,人名 的 电话 是 多少,False
食谱,不 做 个 红烧肉 怎么 做,False
节目,贵州 卫视 今晚 看 什么 电视剧,False
公交,从 台州 到 金华 的 汽车,False
股票,查询 中国 石化 的 股价,False
网站,打开 百度 哇,False
视频,体育赛事 直播,False
地图,南山 医院 到 北大医院 路线,False
节目,一站 到底 是 哪个 电视台 播放 的,False
视频,恶 熊出没,False
节目,哪个 频道 有 刘德华 出演 的 电视剧,False
翻译,笑话 用 英语 怎么 说,False
食谱,猪大肠 怎么 炒,False
食谱,做 苹果 麦片粥 需要 哪些 材料,False
食谱,打 了 怎么 做 红烧肉 的 做法,False
火车,查 一下 明天 下午 南通 到 南京 的 火车票,False
视频,查 雷神 电影,False
食谱,搜索 烤饼 的 做法,False
食谱,帮 我 找出 红烧肉 的 做法,False
电台,调频 fm 九十七 点 七,False
电影,搜索 合肥 左岸 电影城,False
天气,明天 深圳 天气 怎么样,False
火车,烟台 到 齐齐哈尔 的 火车票,False
节目,湖南卫视 现在 演 什么 节目,False
火车,开封 到 信阳 的 火车,False
飞机,有没有 下 周二 到 贵阳 的 航班,False
小说,有 什么 好看 的 校园 小说,False
地图,去 华强北 的 路 怎么 走,False
抽奖,最近 几 期 的 大乐透 的 开奖 情况,False
新闻,t 我 要 听 新闻,False
火车,杭州 到 北京 的 火车 班次,False
计算,0 乘 7,False
短信,给 栾 佳佳 发短信 说 回到 济南 了,False
视频,发现 之 美,False
小说,搜 一 搜 三毛 的 小说,False
节目,年代 秀 什么 时候 播,False
火车,从 广州 到 南昌 的 火车票 时刻表,False
食谱,扬州 炒饭,False
比赛,宏大 俱乐部 赛程,False
飞机,帮 我 查 一下 从 济南 到 福州 的 机票,False
火车,帮 我 查 一下 宁波 到 郑州 的 火车,False
比赛,中超 比赛,False
天气,星期六 的 天气,False
比赛,中超 赛事 预告 你,False
食谱,做 火腿 炒 茄 瓜 需要 什么 材料,False
节目,广西 电视台 现在 播放 什么 节目,False
翻译,翻译 背 首 诗,False
短信,传 简讯 给 家里,False
火车,连云港 到 徐州 的 火车票,False
电影,我 要 查找 雷迪波尔 电影院 最新 上映 的 大片,False
联络,把 鱼苗 的 电话号码 发给 徐景明,False
食谱,煲 鸡汤,False
网站,打开 网页 猫扑,False
食谱,海虾 的 做法,False
地图,怎么 去 农业银行,False
日程,一 分钟 后 叫 我 起床,False
节目,中央 六 台 的 节目单,False
食谱,小白菜 拌 豆腐 怎么 做 呀,False
短信,给 爸爸 发条 短信 说 爸爸 我 国庆节 回来,False
食谱,做 红烧肉,False
飞机,东营 到 济南 的 航班,False
视频,最近 有 什么 电影 可以 看 一下,False
短信,发短信 给 人名 说 我 爱 你,False
火车,北京 到 上海 的 火车票,False
翻译,我 记住 了 用 英文 怎么 讲,False
电影,给 我 放 一 部 最新 的 电影,False
公交,从 无锡市 到 西安市 的 汽车,False
天气,长春 现在 是 什么 天气,False
短信,给 孟南 发短信,False
视频,我 想 看 爱 在 春天,False
新闻,我 想 知道 今天 的 娱乐 新闻,False
视频,放 年代 短片 看,False
天气,明天 天气 怎样 啊,False
翻译,星期天 早晨 我们 一起 去 打篮球 英语 怎么 说,False
抽奖,查询 大乐透 的 开奖 公告,False
食谱,胡萝卜 怎么 炒 好吃,False
视频,青瓷 电视剧,False
谜语,给 我 打个 谜语 啊,False
视频,武林 风 视频,False
计算,54 乘上 45,False
节目,电影频道 今天 放 什么,False
食谱,蛋黄 焗 薯条 怎么 做,False
地图,河北 在 哪里,False
股票,保利 地产 的 股票,False
地图,帮 我 看 一下 到 科大讯飞 最快 的 是 哪 条 路线,False
地图,玉照 公园 怎么 走,False
食谱,五梆瓜 鸡蛋 汤 怎么 做,False
抽奖,搜索 25 选 5 的 获奖 号码,False
天气,我 想 知道 北京 的 天气,False
视频,家 有 儿女 第 二 部,False
小说,我 要 看 唯美 童话 小说,False
翻译,挑逗 你 真 好玩儿 英语 怎么 说,False
视频,文艺片,False
翻译,出口 在 哪里 英文 怎么 说,False
天气,龙岩市 天气,False
短信,发短信 给 人名 叫 她 明天 过来 玩,False
小说,我 要 看 末世 进化 小说,False
节目,现在 有没有 什么 大片,False
公交,查询 许昌 到 中山 的 汽车,False
食谱,鱼香肉丝 怎么 炒,False
视频,智慧 树 我,False
食谱,灌汤 小笼包 怎样 做,False
视频,看 黑猫 警长,False
视频,小 c 我 想 看 北京 青年,False
股票,查询 大北农 的 股票,False
视频,要 看 特种兵,False
火车,帮 我 查下 上海 到 合肥 的 火车,False
翻译,虾 的 英文 怎么 说,False
火车,查寻 上海 到 北京 的 火车票,False
食谱,土豆粉 怎么 做 好吃,False
食谱,糖醋 鲤鱼 怎么 做 啊 你 只 负责 吃 c 则 c,False
翻译,翻译 秋天,False
股票,广汇 股份 的 收盘价格,False
视频,最近 最热 的 电视剧,False
电影,电影 搜索 啊,False
视频,电影 十二生肖,False
食谱,清蒸鱼 怎么 做 吴,False
小说,我 想 看 现在 很 流行 的 小说,False
视频,尼古拉斯 凯奇,False
谜语,帮 我 出 一个 灯谜,False
新闻,占田 你 给 我 放 一下 最近 的 新闻,False
比赛,广州 恒大 比赛 谁 赢 了,False
天气,现在 温度 几度,False
食谱,请问 红烧肉 的 做法 你 你,False
节目,CCTV 9 明晚 有 转播 仁心 解码 2 呢,False
食谱,萝卜 炖排骨 汤 怎么 做,False
联络,张培 的 电话号码 是 多少,False
飞机,去 桂林 的 航班 怎样,False
短信,发消息 给 周磊,False
谜语,讲 个 谜语 吧 辣,False
网站,打开 聚 划算 网站,False
视频,汽车 总动员,False
火车,帮 我 查 一下 明天 去 郑州 的 火车票,False
计算,45 的 倒数 多少 啊,False
飞机,从 广州 到 贵阳市 的 航班,False
食谱,怎么样 煮 方便面,False
天气,盘县 今天 的 天气 如何,False
火车,从 余姚 到 贵阳 的 火车票,False
email,帮 我 发邮件 给 婷婷,False
短信,发条 短信 给 人名,False
