Intent,Sentence,Outlier
比赛,2013 年 亚洲 冠军联赛 和 广州 恒大 比赛 时间,False
翻译,苹果 翻译成 英语,False
翻译,翻译 光大银行,False
公交,无锡 到 阜阳 怎么 坐 汽车,False
食谱,孜然 排骨 怎么 做,False
食谱,做 花生 拌 豆腐 需要 什么 材料 啊,False
股票,泰山 石油 股票,False
股票,查询 下 北京 首创 的 股票,False
电台,请 帮 我 调频 100.8 梧州 人民 广播电台,False
食谱,鱼香肉丝 的 做法 啊,False
音乐,来 一 首 我们 的 歌谣,False
视频,搜 幕府 风云,False
食谱,酸辣 藕 丁 的 做法,False
节目,现在 有 什么 好 的 电影 呢,False
视频,我 要 看 西游记 啊,False
网站,进入 中国移动 官方网站,False
日程,设置 明天 8 : 10 闹钟,False
食谱,周黑 鸭 怎么 做,False
食谱,做 可乐 鸡翅 需要 哪些 材料,False
节目,动漫 频道 三 天 之后 有 开始 播 吸血鬼 日记 第 四 季 呢,False
食谱,福寿鱼 怎么 煮 比较 好吃,False
股票,中海油 服 股票,False
食谱,红烧肉 的 做法 啊,False
食谱,黄瓜 怎么 做,False
节目,回放 昨晚 的 焦点访谈,False
新闻,哦 听 新闻,False
食谱,豆沙包,False
视频,三 女 休 夫,False
火车,去 南昌 的 火车,False
电话,请 打电话 给 人名,False
时间,日期 植树节,False
短信,发短信 人名,False
视频,魔幻 电影,False
火车,重庆 到 成都 的 火车票 多少 钱,False
抽奖,任意 购买 三 张 大乐透,False
电台,帮 我 调频 92.8 桐庐 人民 广播电台 行不行,False
音乐,我 要 听 张雨生 的 歌,False
音乐,随便 唱首歌,False
食谱,素鸡,False
视频,张艺谋 的 甄嬛传,False
抽奖,帮 我 购买 2 注 25 选 5 的 彩票,False
app,帮 我 打开 人人,False
食谱,拔丝 芋头 怎么 做,False
股票,南京 熊猫 股票,False
时间,查询 距离 12 点 25 分 还有 多少 分钟,False
翻译,你 吃 过 早饭 了 吗 用 英文 怎么 讲,False
新闻,我 想 听 重庆 新闻,False
火车,星期四 去 上海 的 火车,False
食谱,宫爆鸡丁 的 菜谱,False
计算,根号 三 的 倒数,False
